geoid,NAMELSAD,avg_d_mbps_wt,avg_u_mbps_wt,avg_lat_ms_wt,tests,State,Year,POP_ESTIMATE_2022,NET_MIG_2022,Median_Household_Income_2021,Med_HH_Income_Percent_of_State_Total_2021,WOODARD NATION NAME,Less_than_a_high_school_diploma_2017_21,High_school_diploma_only_2017_21,Some_college_or_associate_degree_2017_21,Bachelor_degree_or_higher_2017_21,Percent_of_adults_with_less_than_a_high_school_diploma_2017_21,Percent_of_adults_with_a_high_school_diploma_only_2017_21,Percent_of_adults_completing_some_college_or_associate_degree_2017_21,Percent_of_adults_with_a_bachelor_degree_or_higher_2017_21,MEDIAN_AGE_TOT,MEDIAN_AGE_MALE,MEDIAN_AGE_FEM
17195,Whiteside,91.17114965,14.36469192,43.22383759,2497.25,Illinois,2019,54658.0,-490.0,56805.0,78.7,YANKEEDOM,3399.0,14889.0,13608.0,7398.0,8.650175599328142,37.89128111,34.63124141090243,18.82730187814933,43.1,41.9,44.5
17197,Will,125.4644247,25.97393855,18.24509028,52618.75,Illinois,2019,696757.0,-2335.0,93994.0,130.2,THE MIDLANDS,39246.0,119617.0,138820.0,162906.0,8.520828764907543,25.97044219466813,30.13966898905532,35.36906005,38.8,37.9,39.7
17199,Williamson,57.53747929,17.83765828,53.27554868,4176.5,Illinois,2019,66695.0,-44.0,55447.0,76.8,GREATER APPALACHIA,3506.0,14301.0,17379.0,12764.0,7.311783107403545,29.82481751824817,36.24400417101147,26.61939520333681,41.6,40.3,43.0
17201,Winnebago,105.7748496,12.61136056,25.55826139,14103.25,Illinois,2019,282188.0,-1302.0,57113.0,79.1,YANKEEDOM,22994.0,60897.0,65354.0,45227.0,11.82381011148134,31.31401949895101,33.60586614011272,23.25630424945494,39.7,38.6,40.8
17203,Woodford,56.00999751,19.244323,37.62412809,2280.0,Illinois,2019,38128.0,6.0,85085.0,117.8,THE MIDLANDS,1484.0,7280.0,8124.0,9059.0,5.719350985,28.05719351,31.30997803214244,34.91347747331098,40.9,40.1,41.7
18001,Adams,72.51608873,16.88493297,46.35024632,1386.75,Indiana,2019,36068.0,-104.0,62282.0,99.3,THE MIDLANDS,2933.0,9456.0,5874.0,3078.0,13.74349843025163,44.30907642565953,27.52448338878215,14.42294175530669,33.5,32.2,35.1
18003,Allen,95.94865998,46.90784999,23.0677583,22751.25,Indiana,2019,391449.0,1328.0,62680.0,99.9,THE MIDLANDS,24735.0,70255.0,79531.0,74398.0,9.936967447241871,28.22404075221257,31.95055419634499,29.88843760420056,36.0,35.0,37.1
18005,Bartholomew,106.6358248,16.4522814,40.94762019,4772.75,Indiana,2019,83540.0,655.0,72458.0,115.5,GREATER APPALACHIA,4682.0,16918.0,14501.0,19626.0,8.401672438853698,30.35871301164606,26.02149765822671,35.21811689127353,37.9,36.9,39.0
18007,Benton,16.79124559,3.42940065,65.89195452,657.5,Indiana,2019,8719.0,4.0,60738.0,96.8,THE MIDLANDS,678.0,2356.0,1797.0,1026.0,11.57589209492915,40.22537135052075,30.68123612771043,17.51750042683968,39.9,38.2,41.7
18009,Blackford,80.22964107,9.946642211,72.79345974,355.25,Indiana,2019,11919.0,-40.0,47553.0,75.8,GREATER APPALACHIA,781.0,4235.0,2326.0,1220.0,9.121700537,49.46274234991824,27.16654987152535,14.24900724129876,43.5,42.4,44.5
18011,Boone,103.7595038,58.52068896,29.36826892,8197.75,Indiana,2019,74164.0,1052.0,98047.0,156.3,GREATER APPALACHIA,2591.0,8792.0,12061.0,22901.0,5.590678606106376,18.97076275757903,26.02438234976804,49.41417628654655,38.2,37.3,39.1
18013,Brown,56.08993407,17.36483979,96.99138858,962.0,Indiana,2019,15570.0,100.0,66839.0,106.6,GREATER APPALACHIA,822.0,4054.0,3690.0,3280.0,6.939051156508526,34.22252237042039,31.14975519162587,27.68867128144522,50.4,49.7,51.1
18015,Carroll,58.24774118,7.604088611,57.2963074,1276.75,Indiana,2019,20555.0,38.0,57019.0,90.9,THE MIDLANDS,1549.0,6022.0,4541.0,2084.0,10.91152437306284,42.42040011270781,31.98788391096084,14.68019160326853,43.1,42.3,43.8
18017,Cass,85.33573216,13.08895832,62.62381772,1363.75,Indiana,2019,37540.0,9.0,53813.0,85.8,THE MIDLANDS,3998.0,10791.0,7756.0,3554.0,15.31859458,41.34641173991341,29.7176137,13.61737998,41.5,40.5,42.4
18019,Clark,117.7434131,29.93502138,38.80380378,7846.25,Indiana,2019,124237.0,1437.0,62822.0,100.2,GREATER APPALACHIA,7621.0,29348.0,27778.0,19073.0,9.092102123598186,35.01312335958005,33.14006203769983,22.75471247912193,39.6,38.5,40.8
18021,Clay,47.1740054,10.46829605,47.26894127,1530.25,Indiana,2019,26379.0,91.0,64245.0,102.4,GREATER APPALACHIA,1614.0,7618.0,6104.0,2986.0,8.809081977950004,41.57843030236874,33.31514026852964,16.29734745115162,41.0,40.2,41.9
18023,Clinton,71.06404609,16.70896636,79.5913325,1690.75,Indiana,2019,32843.0,-141.0,60609.0,96.6,GREATER APPALACHIA,2840.0,9771.0,5712.0,3218.0,13.18416043823407,45.36001114154404,26.51687479689894,14.93895362332296,37.5,36.5,38.7
18025,Crawford,13.33086185,2.643510804,128.2792679,470.0,Indiana,2019,10536.0,95.0,52031.0,83.0,GREATER APPALACHIA,1274.0,3487.0,1799.0,872.0,17.14208826695371,46.91872981700754,24.20613562970937,11.73304628632939,45.2,44.9,45.6
18027,Daviess,64.13415835,11.4641466,45.72076285,1544.25,Indiana,2019,33418.0,-87.0,59888.0,95.5,GREATER APPALACHIA,4785.0,6965.0,6105.0,2830.0,23.13270485859318,33.67174280879864,29.51414068165337,13.68141165,34.7,33.6,35.8
18029,Dearborn,105.9814106,19.84848993,47.46003584,2214.25,Indiana,2019,51138.0,225.0,73150.0,116.6,GREATER APPALACHIA,3254.0,13463.0,9730.0,8771.0,9.23959338974388,38.22761088079959,27.62791754216594,24.90487818729059,42.5,41.7,43.3
18031,Decatur,77.86765398,30.89156459,68.93813494,997.5,Indiana,2019,26416.0,155.0,64871.0,103.4,GREATER APPALACHIA,1461.0,7909.0,4705.0,3702.0,8.218484558699442,44.49007144062553,26.46678292175283,20.82466108,39.7,38.9,40.6
18033,DeKalb,52.86807284,16.28227231,56.81575633,2251.25,Indiana,2019,43731.0,367.0,65059.0,103.7,THE MIDLANDS,2637.0,12667.0,8398.0,5447.0,9.046622525644104,43.45603623,28.81059384541494,18.68674740128306,39.3,38.5,40.0
18035,Delaware,105.9815123,20.6638207,36.93425724,4705.75,Indiana,2019,112031.0,627.0,50533.0,80.6,GREATER APPALACHIA,6654.0,23450.0,21931.0,17758.0,9.533907412,33.59935810181537,31.42292206954852,25.44381241671801,35.7,34.8,36.7
18037,Dubois,97.11663378,62.8617821,55.23584103,2008.75,Indiana,2019,43632.0,-12.0,67615.0,107.8,GREATER APPALACHIA,2949.0,11153.0,8115.0,7267.0,10.002035,37.82729616062949,27.52340252340252,24.64726631393298,40.6,39.6,41.7
18039,Elkhart,99.87288071,12.90028436,31.52842585,10482.25,Indiana,2019,206890.0,-953.0,62233.0,99.2,THE MIDLANDS,23619.0,45191.0,35739.0,26169.0,18.06866690126838,34.57136737098181,27.34053458590247,20.01943114184733,35.6,34.7,36.6
18041,Fayette,110.7922334,55.94210312,26.93832383,927.5,Indiana,2019,23349.0,147.0,50642.0,80.7,GREATER APPALACHIA,2472.0,7284.0,4190.0,2472.0,15.05664514557193,44.36593982214643,25.52076988670971,15.05664514557193,42.9,42.3,43.6
18043,Floyd,112.220847,28.3497691,35.44049737,5900.0,Indiana,2019,80714.0,304.0,67330.0,107.3,GREATER APPALACHIA,4801.0,16949.0,16620.0,16653.0,8.725442088,30.80348218,30.20555040619377,30.26552532577286,40.0,38.9,41.1
18045,Fountain,53.44200156,6.431517451,57.34049963,597.5,Indiana,2019,16574.0,187.0,55195.0,88.0,GREATER APPALACHIA,1398.0,5045.0,3565.0,1500.0,12.14807091,43.83906847410497,30.97844977407021,13.03441084462982,43.1,41.6,44.7
18047,Franklin,47.22253813,42.74375349,76.80109922,592.25,Indiana,2019,23028.0,227.0,61261.0,97.7,GREATER APPALACHIA,1838.0,6327.0,4173.0,3352.0,11.71446781,40.32504780114723,26.59655831739962,21.36392606755896,42.7,42.2,43.2
18049,Fulton,54.14107562,13.24538348,27.78609307,811.25,Indiana,2019,20327.0,33.0,57400.0,91.5,THE MIDLANDS,1745.0,5566.0,4404.0,2281.0,12.46784795655902,39.76850528722492,31.46613318090883,16.29751357530723,41.6,40.4,42.8
18051,Gibson,65.96673724,9.332944583,63.9694098,1129.0,Indiana,2019,32993.0,127.0,60592.0,96.6,GREATER APPALACHIA,1921.0,9399.0,7070.0,4085.0,8.547274749721913,41.81979977753059,31.45717463848721,18.17575083426029,39.8,39.1,40.7
18053,Grant,80.98869555,14.83351627,34.94751564,2168.0,Indiana,2019,66022.0,173.0,50248.0,80.1,GREATER APPALACHIA,5183.0,16692.0,13739.0,8658.0,11.70717383447777,37.70328876039031,31.03315865558367,19.55637874954825,40.0,38.9,41.0
18055,Greene,63.98365397,9.500023178,64.91488181,1804.25,Indiana,2019,31006.0,333.0,55504.0,88.5,GREATER APPALACHIA,2547.0,8608.0,7288.0,3440.0,11.63917195996893,39.33647123337751,33.30439154,15.71996526984417,43.2,42.6,43.9
18057,Hamilton,122.6832254,56.26392673,21.57915156,51405.0,Indiana,2019,364921.0,6352.0,108203.0,172.5,GREATER APPALACHIA,6183.0,32280.0,49878.0,135500.0,2.762228546,14.42095058546021,22.28278108,60.53403978717036,38.0,37.3,38.7
18059,Hancock,118.0160294,31.08354655,31.17316406,6139.75,Indiana,2019,83070.0,1255.0,80326.0,128.1,GREATER APPALACHIA,3626.0,16350.0,16625.0,17681.0,6.679930732102724,30.12048192771084,30.62709553811577,32.57249180207067,40.2,39.3,41.2
18061,Harrison,84.46240284,30.73764666,77.44419738,2180.25,Indiana,2019,39851.0,145.0,66989.0,106.8,GREATER APPALACHIA,2724.0,11739.0,8200.0,5238.0,9.763090929,42.07376079710405,29.38962761191355,18.77352066234185,42.4,41.4,43.4
18063,Hendricks,109.7293535,36.84022051,27.15955544,16703.75,Indiana,2019,182534.0,2859.0,90298.0,144.0,GREATER APPALACHIA,5625.0,30616.0,33493.0,45442.0,4.883829964575953,26.58192679030353,29.07984302285198,39.45440022226853,38.4,37.4,39.4
18065,Henry,111.7217519,37.18125094,40.78664158,1722.75,Indiana,2019,48915.0,148.0,52994.0,84.5,GREATER APPALACHIA,3200.0,14851.0,10619.0,6101.0,9.203071525121509,42.71087976,30.53981766414541,17.54623105461448,42.3,40.4,44.7
18067,Howard,112.7667278,16.35217721,35.22860435,4427.0,Indiana,2019,83574.0,334.0,56268.0,89.7,GREATER APPALACHIA,5225.0,21571.0,18662.0,11968.0,9.098666109427786,37.56312471702713,32.49747501131892,20.84073416222617,40.8,39.1,42.2
18069,Huntington,71.22208329,34.31375639,41.75910886,2238.0,Indiana,2019,36834.0,163.0,55546.0,88.6,THE MIDLANDS,1800.0,10588.0,7457.0,5252.0,7.172171972745746,42.18830935968442,29.71271466709168,20.92680400047814,40.9,39.5,42.2
18071,Jackson,135.9252122,94.47201602,27.21473769,2457.5,Indiana,2019,46300.0,-57.0,61943.0,98.8,GREATER APPALACHIA,3381.0,12941.0,9354.0,5460.0,10.85881294964029,41.56282117163413,30.04239465570401,17.53597122302158,39.9,38.8,41.1
18073,Jasper,50.87863098,8.892396904,51.53179117,2089.25,Indiana,2019,33281.0,246.0,74336.0,118.5,THE MIDLANDS,1917.0,10057.0,6522.0,3898.0,8.560328659462355,44.90935071894258,29.12387246583906,17.40644815575601,41.4,40.6,42.2
18075,Jay,65.89699827,10.84654327,61.0849565,525.25,Indiana,2019,20198.0,-152.0,52315.0,83.4,GREATER APPALACHIA,1647.0,6485.0,3846.0,1781.0,11.97034668217167,47.13278581292245,27.95261283523512,12.94425466967076,39.9,38.6,41.3
18077,Jefferson,84.53509904,44.42664888,73.80285259,1606.75,Indiana,2019,32946.0,-61.0,59333.0,94.6,GREATER APPALACHIA,2412.0,9402.0,6982.0,4243.0,10.46920439255176,40.80906289335475,30.30513477147446,18.41659794261904,41.7,41.5,41.9
18079,Jennings,88.68352083,35.86691322,48.1722421,731.25,Indiana,2019,27536.0,49.0,61964.0,98.8,GREATER APPALACHIA,2102.0,8061.0,5860.0,2924.0,11.09410460758959,42.54499393043753,30.92837916292817,15.4325223,40.6,39.9,41.3
18081,Johnson,125.9324718,64.03858425,23.82783736,16432.75,Indiana,2019,165782.0,1272.0,79914.0,127.4,GREATER APPALACHIA,7709.0,33039.0,30876.0,34997.0,7.230282964894346,30.98732895020681,28.95864792114124,32.82374016375761,37.9,36.8,38.9
18083,Knox,79.06110914,33.62107227,30.72021927,1699.25,Indiana,2019,35789.0,-2.0,56564.0,90.2,GREATER APPALACHIA,2738.0,8575.0,8368.0,4509.0,11.31872675,35.44853245,34.59280695,18.63993385696569,39.1,37.1,41.4
18085,Kosciusko,77.11971295,14.13815926,42.77553384,4772.0,Indiana,2019,80826.0,481.0,66525.0,106.1,THE MIDLANDS,6577.0,18695.0,15306.0,13025.0,12.26983564352741,34.87677928474152,28.55437195679346,24.29901311493759,39.0,38.3,39.7
18087,LaGrange,28.54885293,5.748204959,63.31773538,1067.75,Indiana,2019,40866.0,-46.0,80335.0,128.1,THE MIDLANDS,9436.0,6691.0,4787.0,2435.0,40.41286564735106,28.65647351064285,20.50194869159279,10.42871215041329,32.3,31.2,33.4
18089,Lake,120.8306279,25.30506473,18.63024421,21913.75,Indiana,2019,499689.0,1277.0,61468.0,98.0,YANKEEDOM,34286.0,119068.0,103211.0,79665.0,10.19718644975166,35.41266395027213,30.69654701,23.69360259346281,39.7,38.4,41.0
18091,LaPorte,94.91252757,14.85038768,35.24484851,4191.0,Indiana,2019,111675.0,-447.0,62620.0,99.8,YANKEEDOM,8368.0,31353.0,23585.0,15493.0,10.61942410436681,39.78857599715732,29.93058288,19.66141702305867,40.9,39.2,42.9
18093,Lawrence,85.05830249,12.96041929,66.67809061,1800.75,Indiana,2019,45222.0,422.0,52557.0,83.8,GREATER APPALACHIA,3573.0,12115.0,9909.0,6304.0,11.20027585342152,37.97686592896775,31.06172220306573,19.76113601,43.2,42.0,44.4
18095,Madison,103.0000233,17.49124099,33.94113229,6390.75,Indiana,2019,131744.0,1196.0,54026.0,86.1,GREATER APPALACHIA,9283.0,36143.0,27990.0,17239.0,10.23992057801555,39.86873310903977,30.87529645358778,19.01604986,41.0,39.6,42.6
18097,Marion,122.4441041,46.62018408,24.17166879,54758.25,Indiana,2019,969466.0,-5699.0,58737.0,93.6,GREATER APPALACHIA,83635.0,175662.0,169534.0,209182.0,13.10866706477768,27.53266782965238,26.57218583320403,32.78647927236592,34.5,33.5,35.4
18099,Marshall,47.67273938,10.14749497,41.26724552,2927.25,Indiana,2019,46332.0,213.0,68799.0,109.7,THE MIDLANDS,4446.0,11411.0,8559.0,6309.0,14.47030105777055,37.13913751017087,27.85679414157852,20.53376729048006,40.0,38.9,41.2
18101,Martin,58.67108294,8.330276339,97.15085619,443.25,Indiana,2019,9803.0,24.0,61520.0,98.1,GREATER APPALACHIA,870.0,2962.0,2048.0,992.0,12.66006984866123,43.10244470314319,29.80209545983702,14.43538998835856,42.8,41.8,43.9
18103,Miami,85.3414277,10.04204729,83.4597222,1046.25,Indiana,2019,35674.0,-265.0,56867.0,90.7,THE MIDLANDS,3431.0,10701.0,7389.0,3698.0,13.60482176,42.43229311233594,29.29933780086443,14.66354732542924,40.5,38.9,42.9
18105,Monroe,111.7148151,52.73535853,29.23906202,8141.75,Indiana,2019,139745.0,-286.0,53166.0,84.8,GREATER APPALACHIA,5001.0,17048.0,20718.0,38571.0,6.148417713737736,20.95945314613096,25.47148934077553,47.42063979935578,31.1,30.2,32.0
18107,Montgomery,86.97990763,55.42927763,44.09885119,2055.25,Indiana,2019,38273.0,315.0,57997.0,92.5,GREATER APPALACHIA,2447.0,10834.0,7321.0,5226.0,9.47421403128388,41.94672448505498,28.34520675236178,20.23385473129936,40.2,38.4,42.3
18109,Morgan,109.4994224,68.22481058,63.20396671,5276.5,Indiana,2019,72236.0,201.0,69203.0,110.3,GREATER APPALACHIA,5710.0,19804.0,14590.0,9473.0,11.51743752143131,39.94594267503076,29.42896907840329,19.10765072513464,42.1,41.2,43.0
18111,Newton,63.39243955,14.47435498,63.34519855,529.25,Indiana,2019,13823.0,97.0,61336.0,97.8,THE MIDLANDS,1211.0,4532.0,3037.0,1167.0,12.17452498240676,45.56147582185584,30.53181863878556,11.73218055695184,43.3,42.6,44.2
18113,Noble,66.34865102,14.79445544,83.28300875,1504.0,Indiana,2019,47367.0,-190.0,65979.0,105.2,THE MIDLANDS,5450.0,12525.0,8607.0,5181.0,17.15832887321726,39.43267323615527,27.09756635078551,16.31143153984195,39.3,38.8,39.9
18115,Ohio,39.26036135,5.321694727,107.3117765,323.5,Indiana,2019,6114.0,146.0,64947.0,103.5,GREATER APPALACHIA,471.0,1878.0,1369.0,694.0,10.67543064,42.56572982774252,31.02901178603808,15.72982774,46.9,45.9,47.8
18117,Orange,60.70757857,37.90821477,57.76073808,967.0,Indiana,2019,19623.0,-101.0,52910.0,84.4,GREATER APPALACHIA,2080.0,6154.0,3689.0,1835.0,15.11847652,44.73033871,26.81349033289722,13.33769443233028,42.4,40.9,44.0
18119,Owen,55.17724765,29.80261419,75.80852297,907.5,Indiana,2019,21482.0,177.0,57716.0,92.0,GREATER APPALACHIA,2161.0,6718.0,4259.0,2141.0,14.14359578506447,43.96884612867334,27.87486092021729,14.01269717,44.9,44.2,45.6
18121,Parke,51.66394376,16.237321,90.10556113,725.25,Indiana,2019,16369.0,-134.0,55683.0,88.8,GREATER APPALACHIA,1753.0,4495.0,3841.0,1504.0,15.12119382385922,38.77339774001553,33.13206245147934,12.97334598464591,41.4,41.7,41.1
18123,Perry,45.81023439,10.39311066,37.73581389,820.75,Indiana,2019,19183.0,-50.0,58097.0,92.6,GREATER APPALACHIA,1259.0,6262.0,4025.0,2129.0,9.206581352833638,45.79159049360146,29.43327239488117,15.56855575868373,41.0,39.2,43.6
18125,Pike,50.24797152,5.211684933,50.67015446,544.75,Indiana,2019,12168.0,44.0,52093.0,83.1,GREATER APPALACHIA,1020.0,3910.0,2506.0,1227.0,11.77421216668591,45.13447997229597,28.92762322521066,14.16368463580746,43.5,42.7,44.4
18127,Porter,117.9511055,14.91228135,22.58630702,10252.0,Indiana,2019,174791.0,616.0,80878.0,128.9,YANKEEDOM,7058.0,40921.0,34946.0,35964.0,5.936629965766387,34.41950054252285,29.39380430485579,30.25006518685496,40.6,39.7,41.6
18129,Posey,38.96852964,8.932885264,79.62854805,1390.25,Indiana,2019,25063.0,-4.0,74102.0,118.1,GREATER APPALACHIA,1307.0,6514.0,5705.0,4330.0,7.319668458781361,36.48073476702509,31.95004480286738,24.24955197132616,43.1,42.3,44.1
18131,Pulaski,21.65842632,6.444139073,78.74593261,527.0,Indiana,2019,12485.0,190.0,58239.0,92.9,THE MIDLANDS,1111.0,3954.0,2480.0,1137.0,12.79659064731629,45.54250172771251,28.56484681,13.09606082,43.6,42.6,44.8
18133,Putnam,77.27861027,65.36748906,56.90829885,1875.5,Indiana,2019,37301.0,390.0,61223.0,97.6,GREATER APPALACHIA,2663.0,10075.0,7443.0,4348.0,10.85653716009621,41.07383097557993,30.34367483387011,17.72595703045375,39.0,37.9,40.8
18135,Randolph,74.36240429,9.32362148,51.49286169,689.5,Indiana,2019,24437.0,98.0,50809.0,81.0,GREATER APPALACHIA,1872.0,7130.0,5336.0,2774.0,10.93969144460028,41.66666666666667,31.18279569892473,16.21084618980832,42.8,41.6,43.9
18137,Ripley,44.8530061,24.217107,66.2904187,870.25,Indiana,2019,29087.0,129.0,65893.0,105.1,GREATER APPALACHIA,1932.0,8045.0,5873.0,3770.0,9.847094801,41.00407747196738,29.93374108053007,19.21508664627931,41.2,39.7,42.5
18139,Rush,53.35530275,7.328842916,140.7402319,562.25,Indiana,2019,16673.0,19.0,60486.0,96.4,GREATER APPALACHIA,1183.0,5234.0,3220.0,1882.0,10.26998871429812,45.43797204618457,27.95381543536765,16.33822380414966,42.2,41.6,42.8
18141,St. Joseph,114.5720362,26.12240202,19.54041618,14343.75,Indiana,2019,272234.0,32.0,59325.0,94.6,THE MIDLANDS,15956.0,52541.0,52037.0,57038.0,8.985650890906225,29.58856125965805,29.30473272813282,32.12105512130291,36.6,35.6,37.7
18143,Scott,101.9771031,17.81099665,80.70967375,1147.5,Indiana,2019,24588.0,243.0,54747.0,87.3,GREATER APPALACHIA,3183.0,6963.0,4359.0,2223.0,19.02797704447633,41.62482065997131,26.05810616929698,13.28909612625538,40.9,40.3,41.5
18145,Shelby,91.83867895,11.5317968,55.16896568,1891.75,Indiana,2019,44991.0,151.0,64528.0,102.9,GREATER APPALACHIA,3402.0,13695.0,8203.0,5817.0,10.93293055243115,44.01131214448694,26.3617958,18.69396150014461,41.4,40.4,42.6
18147,Spencer,59.2831032,11.61597651,67.39133903,733.5,Indiana,2019,19967.0,111.0,62311.0,99.3,GREATER APPALACHIA,1217.0,5842.0,4389.0,2724.0,8.587355348574654,41.22212813999436,30.96951735817104,19.22099915325995,43.9,43.4,44.4
18149,Starke,39.09454191,8.508282848,47.45729398,1538.0,Indiana,2019,23258.0,-8.0,57994.0,92.5,THE MIDLANDS,2317.0,7194.0,4636.0,1908.0,14.43164123326067,44.80847088134537,28.87573964497042,11.88414824042354,42.3,41.6,43.0
18151,Steuben,53.35514517,10.90128067,62.69181692,3187.5,Indiana,2019,34725.0,148.0,65407.0,104.3,THE MIDLANDS,1809.0,9389.0,7078.0,5443.0,7.626797082507694,39.58429950672457,29.84105569374763,22.94784771702011,43.5,41.7,45.3
18153,Sullivan,38.49194197,5.691013343,60.83533998,1321.0,Indiana,2019,20670.0,-29.0,47606.0,75.9,GREATER APPALACHIA,1879.0,6349.0,4829.0,1888.0,12.57276681164269,42.48243559718969,32.31180996988959,12.63298762127802,41.6,39.5,44.6
18155,Switzerland,47.30558211,19.41366325,60.64340434,361.5,Indiana,2019,10006.0,135.0,57362.0,91.5,GREATER APPALACHIA,1015.0,3461.0,1651.0,618.0,15.04818383988139,51.31208302446256,24.47739065974796,9.162342476,41.9,41.6,42.2
18157,Tippecanoe,129.2240725,63.87980357,20.40783646,13980.5,Indiana,2019,188717.0,443.0,55192.0,88.0,GREATER APPALACHIA,7679.0,27859.0,25924.0,42024.0,7.420327387279439,26.92054963956477,25.05073149991303,40.60839147324275,28.7,27.2,30.4
18159,Tipton,73.71519319,31.8673943,59.07539095,740.25,Indiana,2019,15361.0,36.0,67866.0,108.2,GREATER APPALACHIA,1033.0,4454.0,2739.0,2708.0,9.447594658862265,40.73532101701115,25.05030181086519,24.76678251326139,44.6,43.7,45.6
18161,Union,25.3508449,4.87902076,60.00221311,480.25,Indiana,2019,6952.0,-27.0,65572.0,104.5,GREATER APPALACHIA,610.0,2030.0,1509.0,1030.0,11.77833558602047,39.19675613052713,29.13689901525391,19.88800926819849,43.4,41.6,44.8
18163,Vanderburgh,100.8994655,39.00289747,41.4785259,10616.25,Indiana,2019,179744.0,-167.0,53795.0,85.8,GREATER APPALACHIA,11142.0,38933.0,39497.0,33508.0,9.052648683782904,31.63227169320767,32.09051023724407,27.22456938576536,38.7,37.5,39.8
18165,Vermillion,64.20833462,7.317317633,57.35535108,876.5,Indiana,2019,15451.0,75.0,53540.0,85.4,GREATER APPALACHIA,933.0,4482.0,3668.0,1800.0,8.573003767343563,41.18349719746394,33.70394192777727,16.53955710741523,42.8,41.1,44.5
18167,Vigo,58.23382843,8.370195365,44.46279806,8494.75,Indiana,2019,106006.0,259.0,48421.0,77.2,GREATER APPALACHIA,7126.0,23086.0,21316.0,17243.0,10.36192581175205,33.56938244318099,30.99562315510899,25.07306858995798,36.3,34.5,38.3
18169,Wabash,69.66975896,38.02635431,40.17749151,1775.5,Indiana,2019,30828.0,190.0,62193.0,99.2,THE MIDLANDS,2154.0,9037.0,5836.0,4225.0,10.13551665725579,42.52305665349144,27.46094485,19.88048183700358,43.5,42.2,45.0
18171,Warren,24.9854777,5.123747926,122.6509363,491.75,Indiana,2019,8461.0,54.0,63154.0,100.7,GREATER APPALACHIA,392.0,2604.0,1955.0,1089.0,6.490066225165562,43.11258278145695,32.36754966887418,18.02980132450331,43.6,43.4,43.9
18173,Warrick,90.6300505,21.85076903,55.73201385,5158.0,Indiana,2019,65185.0,727.0,83005.0,132.3,GREATER APPALACHIA,2392.0,12395.0,14677.0,14395.0,5.453840716842609,28.26101826307029,33.46405526801797,32.82108575206913,41.0,40.3,41.8
18175,Washington,78.4533152,35.19924776,71.96261677,895.25,Indiana,2019,28224.0,133.0,57348.0,91.4,GREATER APPALACHIA,2593.0,8252.0,6106.0,2497.0,13.33299053887289,42.43109831345125,31.39654463183875,12.83936652,41.8,41.0,42.5
18177,Wayne,90.68268198,13.20224375,46.33256332,2281.5,Indiana,2019,66273.0,116.0,50569.0,80.6,GREATER APPALACHIA,5387.0,16687.0,14565.0,8844.0,11.84398566497373,36.68843304091639,32.02295363102698,19.44462766308291,41.0,39.5,42.2
18179,Wells,48.75259719,17.19069223,39.88961858,1277.5,Indiana,2019,28335.0,205.0,66102.0,105.4,THE MIDLANDS,1292.0,8158.0,6129.0,3428.0,6.797495659493872,42.92102909454412,32.24601462619035,18.03546061977166,39.9,38.9,41.1
18181,White,102.1924232,14.02560364,41.28787084,1293.5,Indiana,2019,24598.0,-2.0,62151.0,99.1,THE MIDLANDS,1840.0,6745.0,5380.0,2985.0,10.85545722713864,39.79351032448378,31.74041297935104,17.61061946902655,42.8,41.5,44.0
18183,Whitley,45.55157864,9.74843033,72.25265256,1990.75,Indiana,2019,34627.0,154.0,64146.0,102.3,THE MIDLANDS,1864.0,8679.0,7690.0,5474.0,7.862656599316657,36.60944024971528,32.43767663559286,23.09022651537521,41.3,40.4,42.2
19001,Adair,66.48812397,14.67420807,38.34299994,152.75,Iowa,2019,7494.0,-10.0,60847.0,92.7,THE MIDLANDS,280.0,2131.0,1842.0,1027.0,5.303030303030303,40.35984848484848,34.88636363636364,19.45075757575758,43.1,42.1,44.4
19003,Adams,62.04522225,13.85534789,198.2323526,72.5,Iowa,2019,3611.0,-17.0,54403.0,82.9,THE MIDLANDS,146.0,960.0,968.0,595.0,5.470213563132259,35.96852753840389,36.26826527,22.29299363057325,46.1,45.5,46.6
19005,Allamakee,32.17765437,9.585993561,90.0120047,395.25,Iowa,2019,13960.0,0.0,60717.0,92.5,YANKEEDOM,944.0,4008.0,3139.0,1696.0,9.645448043322776,40.95228364156534,32.07315827117605,17.32911004393583,43.7,42.7,44.8
19007,Appanoose,42.90746723,9.905695658,81.66424371,341.0,Iowa,2019,12094.0,-90.0,51222.0,78.0,THE MIDLANDS,792.0,3082.0,3160.0,1637.0,9.133894591165957,35.54376657824933,36.4433168,18.87902202744781,44.8,43.6,46.1
19009,Audubon,59.09719698,13.61778298,54.15082693,116.0,Iowa,2019,5598.0,-48.0,69484.0,105.8,THE MIDLANDS,332.0,1458.0,1383.0,868.0,8.215788171244741,36.08017817371937,34.22420193021529,21.47983172482059,46.2,45.2,47.4
19011,Benton,52.65978079,14.05085527,46.45364805,879.0,Iowa,2019,25711.0,5.0,78155.0,119.1,THE MIDLANDS,1027.0,6578.0,6346.0,3852.0,5.768690670111779,36.94882884907038,35.64567769477055,21.63680279,42.6,41.7,43.5
19013,Black Hawk,85.15726208,41.22424959,24.06902865,5701.25,Iowa,2019,130274.0,-464.0,60716.0,92.5,THE MIDLANDS,6599.0,24857.0,27499.0,24704.0,7.887973798395868,29.71228439259374,32.87034270072557,29.52939910828482,35.6,34.9,36.4
