geoid,NAMELSAD,avg_d_mbps_wt,avg_u_mbps_wt,avg_lat_ms_wt,tests,State,Year,POP_ESTIMATE_2022,NET_MIG_2022,Median_Household_Income_2021,Med_HH_Income_Percent_of_State_Total_2021,WOODARD NATION NAME,Less_than_a_high_school_diploma_2017_21,High_school_diploma_only_2017_21,Some_college_or_associate_degree_2017_21,Bachelor_degree_or_higher_2017_21,Percent_of_adults_with_less_than_a_high_school_diploma_2017_21,Percent_of_adults_with_a_high_school_diploma_only_2017_21,Percent_of_adults_completing_some_college_or_associate_degree_2017_21,Percent_of_adults_with_a_bachelor_degree_or_higher_2017_21
1021,Chilton,26.25917372,9.253405838,64.59069436,229.75,Alabama,2019,45884.0,695.0,55142.0,102.1,DEEP SOUTH,5569.0,13113.0,7719.0,4133.0,18.23868474487457,42.94556887404205,25.28001572018078,13.5357306609026
1023,Choctaw,19.82252467,6.74693851,60.1733522,43.5,Alabama,2019,12439.0,-41.0,40601.0,75.2,DEEP SOUTH,1802.0,3477.0,2915.0,1087.0,19.41601120568904,37.46363538411808,31.40825342096757,11.7120999892253
1025,Clarke,18.67941186,5.786014038,69.6559108,55.5,Alabama,2019,22515.0,-56.0,45447.0,84.2,DEEP SOUTH,2892.0,6740.0,4378.0,2259.0,17.7761386686336,41.42848361915299,26.91007437457742,13.885303337636
1027,Clay,27.36222452,5.147841727,81.38085944,62.0,Alabama,2019,14198.0,101.0,47036.0,87.1,DEEP SOUTH,1694.0,3813.0,3128.0,1334.0,16.99267729962885,38.24857056876317,31.37726953556024,13.38148259604775
1029,Cleburne,19.18636162,7.091304346,68.23549498,93.0,Alabama,2019,15346.0,268.0,49769.0,92.2,DEEP SOUTH,1789.0,3958.0,3082.0,1730.0,16.94289231934842,37.48461028506487,29.18837011080595,16.38412728478076
1031,Coffee,18.67560946,6.511630877,64.8578902,252.5,Alabama,2019,54805.0,656.0,55052.0,102.0,DEEP SOUTH,4934.0,10108.0,12919.0,8202.0,13.64377955368747,27.95122086110113,35.72435915161905,22.68064043359234
1033,Colbert,30.16700028,8.656483462,59.86966799,254.0,Alabama,2019,58033.0,618.0,53341.0,98.8,GREATER APPALACHIA,5333.0,15244.0,12600.0,7213.0,13.20376330774944,37.74201535033424,31.19584055459272,17.85838078732359
1035,Conecuh,17.91849235,5.197213521,93.93383898,69.0,Alabama,2019,11206.0,-4.0,35621.0,66.0,DEEP SOUTH,1077.0,4200.0,2309.0,1079.0,12.42931332948644,48.47085978072706,26.64743219849971,12.45239469128679
1037,Coosa,9.992105039,3.183985771,135.0557423,80.0,Alabama,2019,10166.0,-111.0,45954.0,85.1,DEEP SOUTH,1217.0,3410.0,2623.0,915.0,14.90508266993264,41.7636252296387,32.12492345376607,11.20636864666258
1039,Covington,18.8801284,6.138405206,66.24208903,159.0,Alabama,2019,37602.0,338.0,44188.0,81.8,DEEP SOUTH,3915.0,10037.0,8293.0,4176.0,14.81775860111275,37.98872109306991,31.38791113129707,15.80560917452027
1041,Crenshaw,18.79430653,5.389606471,62.70274909,60.0,Alabama,2019,13025.0,70.0,38037.0,70.5,DEEP SOUTH,1742.0,3882.0,2133.0,1524.0,18.76952914556621,41.82738928994721,22.98243723736666,16.42064432711992
1043,Cullman,25.1845142,9.244582185,59.0137971,729.25,Alabama,2019,90665.0,1287.0,55036.0,101.9,GREATER APPALACHIA,9560.0,19624.0,21400.0,9979.0,15.78521539553853,32.40262206297574,35.33510559252348,16.47705694896224
1045,Dale,19.52618428,6.48433903,66.13715838,340.5,Alabama,2019,49544.0,160.0,50086.0,92.8,DEEP SOUTH,5093.0,10376.0,11859.0,6278.0,15.15503183955246,30.8754389097185,35.28834136761292,18.68118788311611
1047,Dallas,32.7902493,8.018647165,66.79706771,215.75,Alabama,2019,36767.0,-611.0,33159.0,61.4,DEEP SOUTH,3709.0,10065.0,8304.0,4241.0,14.09248071735248,38.24233443519891,31.5513507352103,16.11383411223831
1049,DeKalb,21.57660884,7.378231605,61.006678,236.25,Alabama,2019,71998.0,462.0,45062.0,83.5,GREATER APPALACHIA,10522.0,16172.0,14623.0,6969.0,21.79099531955432,33.49210951414489,30.28414033053059,14.4327548357702
1051,Elmore,30.29942382,9.232229225,54.30516927,354.25,Alabama,2019,89563.0,954.0,63147.0,117.0,DEEP SOUTH,7459.0,19351.0,18732.0,14830.0,12.35506526204201,32.05293844828729,31.02762870204731,24.5643675876234
1053,Escambia,27.85135381,8.532493675,75.71190854,214.0,Alabama,2019,36666.0,210.0,40506.0,75.0,DEEP SOUTH,4697.0,11249.0,6543.0,3227.0,18.26489345154767,43.74319489811791,25.44330377974802,12.54860787058641
1055,Etowah,24.91146209,8.241781847,43.9034463,415.75,Alabama,2019,103088.0,581.0,46308.0,85.8,GREATER APPALACHIA,10014.0,24491.0,24986.0,13067.0,13.80137269494749,33.75368670580777,34.43589955621709,18.00904104302765
1057,Fayette,15.96916803,5.248744692,43.64239049,38.75,Alabama,2019,16118.0,84.0,46122.0,85.4,GREATER APPALACHIA,1951.0,4714.0,3472.0,1361.0,16.96816837710906,40.99843451034963,30.19655592276917,11.83684118977214
1059,Franklin,21.66341306,8.415367201,58.42508405,169.25,Alabama,2019,31932.0,25.0,45440.0,84.2,GREATER APPALACHIA,4381.0,9016.0,4922.0,3050.0,20.50166128503907,42.19196031634611,23.0333660910665,14.27301230754832
1061,Geneva,16.02359991,5.455638044,71.31386377,131.25,Alabama,2019,26783.0,336.0,43206.0,80.0,DEEP SOUTH,3294.0,6879.0,6103.0,2538.0,17.50823854576379,36.56319761879451,32.4386095460827,13.48995428935899
1063,Greene,18.00213653,6.624534366,65.27766278,57.0,Alabama,2019,7422.0,-113.0,30225.0,56.0,DEEP SOUTH,861.0,2173.0,1797.0,703.0,15.55836646187206,39.2663534513914,32.47199132634622,12.70328876039031
1065,Hale,24.46537404,5.844132372,60.21688034,30.25,Alabama,2019,14595.0,-70.0,41995.0,77.8,DEEP SOUTH,1890.0,3943.0,2664.0,1593.0,18.73141724479683,39.0782953419227,26.402378592666,15.78790882061447
1067,Henry,21.30995083,5.612721517,54.69316453,91.0,Alabama,2019,17655.0,334.0,56389.0,104.4,DEEP SOUTH,2280.0,3931.0,3358.0,2633.0,18.68546139977053,32.21603015899033,27.52007867562695,21.5784297656122
1069,Houston,31.48109797,11.71748873,54.32390342,742.0,Alabama,2019,108079.0,832.0,48701.0,90.2,DEEP SOUTH,9006.0,23633.0,24570.0,16350.0,12.24323332291086,32.127951712231,33.40175913212523,22.22705583273291
1071,Jackson,25.28754404,8.221491678,64.97851882,161.25,Alabama,2019,52891.0,600.0,46998.0,87.0,GREATER APPALACHIA,6627.0,14431.0,10579.0,6072.0,17.57405393937787,38.26937866291867,28.0543106420218,16.10225675568167
1073,Jefferson,36.34396685,12.54108049,45.48410413,3571.25,Alabama,2019,665409.0,-3791.0,55210.0,102.3,DEEP SOUTH,41479.0,121180.0,137209.0,159041.0,9.03861114077083,26.40610665731115,29.89895600217036,34.65632619974766
1075,Lamar,17.70378689,5.213088948,134.6007528,16.25,Alabama,2019,13705.0,51.0,44265.0,82.0,GREATER APPALACHIA,1745.0,4151.0,3062.0,990.0,17.54121431443506,41.72698029754724,30.78005629272216,9.951749095295536
1077,Lauderdale,30.418155,10.03675741,59.51745572,426.75,Alabama,2019,95878.0,1401.0,52222.0,96.7,GREATER APPALACHIA,7275.0,22572.0,18101.0,16396.0,11.30641551659828,35.08019395747855,28.13160512246674,25.48178540345642
1079,Lawrence,29.76921673,9.919483983,57.11141352,130.25,Alabama,2019,33214.0,274.0,55555.0,102.9,GREATER APPALACHIA,3912.0,9642.0,6211.0,3568.0,16.76595379933999,41.32344747782111,26.61895169930999,15.29164702352891
1081,Lee,25.09322016,8.623974754,56.48515264,614.0,Alabama,2019,180773.0,2608.0,54188.0,100.4,DEEP SOUTH,9095.0,23254.0,32377.0,40727.0,8.624695361914787,22.05153006552682,30.70277754070534,38.62099703185306
1083,Limestone,36.77181334,10.41268111,53.59118259,497.5,Alabama,2019,110900.0,3325.0,69207.0,128.2,GREATER APPALACHIA,9573.0,19395.0,21892.0,20159.0,13.47949140370886,27.30959320745153,30.82555372505949,28.38536166378012
1085,Lowndes,25.43680143,9.382414818,53.11727282,57.5,Alabama,2019,9777.0,-93.0,36993.0,68.5,DEEP SOUTH,1094.0,3094.0,1900.0,1083.0,15.25589178636174,43.1460047413192,26.4956073072096,15.10249616510947
1087,Macon,24.80898436,7.847949267,86.80546641,87.75,Alabama,2019,18516.0,-283.0,35354.0,65.5,DEEP SOUTH,2067.0,3765.0,4044.0,2663.0,16.48456814738017,30.02631788818885,32.25137570779169,21.23773825663929
1089,Madison,31.95218422,12.13929271,48.78574369,2186.25,Alabama,2019,403565.0,6387.0,78386.0,145.2,GREATER APPALACHIA,21084.0,50364.0,74888.0,116323.0,8.02713784793211,19.17467134193003,28.51149208669796,44.2866987234399
1091,Marengo,24.13437111,9.195850686,51.7019329,93.75,Alabama,2019,18745.0,-89.0,42048.0,77.9,DEEP SOUTH,1750.0,4653.0,4071.0,2570.0,13.41613002146581,35.67157313707452,31.2097516099356,19.70254523152407
1093,Marion,26.45257727,6.702960559,53.50730015,129.5,Alabama,2019,29156.0,361.0,44636.0,82.7,GREATER APPALACHIA,3921.0,7472.0,6963.0,2649.0,18.66698405141633,35.57248274220424,33.14925017852892,12.61128302785051
1095,Marshall,22.78459053,8.987207315,54.35755923,351.0,Alabama,2019,99423.0,1028.0,50858.0,94.2,GREATER APPALACHIA,10675.0,20178.0,20053.0,13852.0,16.48444979770839,31.1590845918651,30.96605824762964,21.39040736279687
1097,Mobile,31.8480695,10.04913006,62.96939161,2066.5,Alabama,2019,411411.0,-1213.0,49848.0,92.3,DEEP SOUTH,34027.0,95988.0,83212.0,67053.0,12.14035964035964,34.24718139003853,29.6888825460254,23.92357642357642
1099,Monroe,13.14667981,3.717826256,87.21202399,60.75,Alabama,2019,19404.0,-21.0,40997.0,75.9,DEEP SOUTH,2440.0,6205.0,3435.0,1787.0,17.59573087185404,44.74652051633375,24.77103915771255,12.88670945409966
1101,Montgomery,32.42310801,11.92124726,44.79586553,1174.5,Alabama,2019,226361.0,-861.0,50645.0,93.8,DEEP SOUTH,18715.0,39384.0,43541.0,50876.0,12.2708437147578,25.82286448634897,28.54848015945868,33.35781163943455
1103,Morgan,30.79181348,10.55595995,58.03510165,739.5,Alabama,2019,124211.0,1059.0,56340.0,104.4,GREATER APPALACHIA,12983.0,26406.0,26088.0,19291.0,15.31592110230276,31.15090600226501,30.77576443941109,22.75740845602114
1105,Perry,21.81522293,8.212020486,47.93286351,22.0,Alabama,2019,8035.0,-219.0,31522.0,58.4,DEEP SOUTH,1188.0,2229.0,1092.0,1051.0,21.36690647482014,40.08992805755396,19.64028776978417,18.90287769784173
1107,Pickens,15.42625254,5.156838973,80.19672964,61.0,Alabama,2019,18697.0,234.0,43926.0,81.4,DEEP SOUTH,2332.0,5903.0,3851.0,1854.0,16.72883787661406,42.34576757532281,27.62553802008608,13.29985652797704
1109,Pike,19.2735996,7.372090871,55.8717298,97.75,Alabama,2019,33014.0,354.0,38945.0,72.1,DEEP SOUTH,2465.0,7035.0,4515.0,5384.0,12.70684055879169,36.26475591525337,23.27439558740141,27.75400793855353
1111,Randolph,18.80398135,7.261019947,60.4610818,85.75,Alabama,2019,22479.0,373.0,45889.0,85.0,DEEP SOUTH,3039.0,5304.0,4566.0,2500.0,19.72224024920501,34.42144201440717,29.63203322733467,16.22428450905315
1113,Russell,25.12635318,8.328191075,57.80186008,370.75,Alabama,2019,58555.0,-78.0,44849.0,83.1,DEEP SOUTH,5881.0,11774.0,15342.0,6886.0,14.74563097058897,29.52134994859966,38.46751748865431,17.26550159215706
1115,St. Clair,26.95822757,8.679032126,51.79604743,500.0,Alabama,2019,93932.0,1281.0,63015.0,116.7,DEEP SOUTH,8873.0,22302.0,20529.0,11730.0,13.98776681275026,35.15780180975502,32.3627707538544,18.49166062364032
1117,Shelby,36.56186549,11.52305237,46.19895828,1397.0,Alabama,2019,230115.0,2356.0,85457.0,158.3,DEEP SOUTH,9632.0,29933.0,43839.0,67668.0,6.375767845795383,19.81373120101674,29.01861364117772,44.79188731201017
1119,Sumter,24.39194791,6.891409895,68.71101164,71.75,Alabama,2019,11853.0,-53.0,29490.0,54.6,DEEP SOUTH,982.0,2588.0,2644.0,1502.0,12.72680145152929,33.54069466044582,34.26645930533955,19.46604458268533
1121,Talladega,20.9233105,7.739420155,65.51100711,398.0,Alabama,2019,80704.0,618.0,47331.0,87.7,DEEP SOUTH,9813.0,19830.0,18582.0,9138.0,17.1068458762617,34.56932168819623,32.39370325819779,15.93012917734428
1123,Tallapoosa,23.44378582,7.234351407,52.90915958,114.0,Alabama,2019,40977.0,130.0,47444.0,87.9,DEEP SOUTH,5432.0,9300.0,9406.0,5322.0,18.43856076035302,31.56822810590631,31.92803801765105,18.06517311608961
1125,Tuscaloosa,42.56318626,14.51472275,41.23930808,1077.75,Alabama,2019,236780.0,977.0,56274.0,104.2,DEEP SOUTH,14563.0,41868.0,41083.0,43086.0,10.35775248933144,29.77809388335704,29.21977240398293,30.64438122332859
1127,Walker,26.91671003,9.830270536,50.63455037,374.0,Alabama,2019,64339.0,267.0,46343.0,85.8,GREATER APPALACHIA,8033.0,15674.0,15264.0,6391.0,17.708654821216,34.55315021383537,33.64930999515012,14.08888496979851
1129,Washington,22.55178239,5.304068689,72.32480168,36.0,Alabama,2019,15122.0,-75.0,49795.0,92.2,DEEP SOUTH,1498.0,4606.0,3258.0,1469.0,13.83067122149386,42.52608254085495,30.08032499307543,13.56292124457575
1131,Wilcox,15.89204123,6.369357252,77.94933453,62.75,Alabama,2019,10059.0,-224.0,30071.0,55.7,DEEP SOUTH,1485.0,2806.0,2078.0,785.0,20.75761811573945,39.22281241263629,29.04668716801789,10.97288230360637
1133,Winston,20.3814126,6.304124282,59.30761012,167.75,Alabama,2019,23755.0,265.0,47176.0,87.4,GREATER APPALACHIA,3520.0,6590.0,4616.0,2290.0,20.68641278796427,38.72825575928538,27.12740949694405,13.4579219558063
202,Anchorage Municipality,29.4065071,10.03340401,59.58398445,1852.0,Alaska,2019,287145.0,-2694.0,86152.0,109.8,THE FAR WEST,11299.0,45842.0,65086.0,71085.0,5.844955305413011,23.71399602714783,33.66888760139049,36.77216106604867
205,Bethel Census Area,0.699071412,0.588995376,64.19578121,40.0,Alaska,2019,18257.0,-578.0,54849.0,69.9,FIRST NATION,1808.0,4674.0,2267.0,1276.0,18.03491271820449,46.62344139650873,22.61346633416459,12.7281795511222
206,Bristol Bay Borough,0.819042857,0.583480952,137.0238095,7.0,Alaska,2019,865.0,24.0,88516.0,112.8,THE FAR WEST,34.0,194.0,273.0,142.0,5.287713841368585,30.17107309486781,42.45723172628305,22.08398133748056
2068,Denali Borough,18.1443791,6.47102619,77.95132275,26.5,Alaska,2019,1585.0,-20.0,85251.0,108.7,FIRST NATION,27.0,504.0,472.0,653.0,1.630434782608696,30.43478260869566,28.5024154589372,39.43236714975845
207,Dillingham Census Area,0.934016389,0.616446944,56.30583333,19.0,Alaska,2019,4723.0,-75.0,58389.0,74.4,FIRST NATION,388.0,1151.0,780.0,564.0,13.45820326049254,39.92369060006937,27.05515088449532,19.56295525494277
209,Fairbanks North Star Borough,17.10927782,7.356531249,80.65390907,498.5,Alaska,2019,95356.0,-791.0,76754.0,97.9,THE FAR WEST,3393.0,15698.0,22276.0,19976.0,5.531193453205745,25.59053192703324,36.31384184014476,32.56443277961625
21,Haines Borough,4.118532542,3.380009693,120.3780242,28.0,Alaska,2019,2056.0,-11.0,63155.0,80.5,THE FAR WEST,33.0,564.0,467.0,367.0,2.30607966457023,39.41299790356394,32.6345213137666,25.64640111809923
21,Haines Borough,4.118532542,3.380009693,120.3780242,28.0,Alaska,2019,2056.0,-11.0,63155.0,80.5,THE FAR WEST,376963.0,1000507.0,891024.0,785070.0,12.34501716682539,32.76522123001188,29.17980432045963,25.7099572827031
2105,Hoonah-Angoon Census Area,2.850785714,2.544310714,126.2125,9.75,Alaska,2019,2287.0,-51.0,56555.0,72.1,THE LEFT COAST,119.0,694.0,664.0,425.0,6.256572029442692,36.48790746582545,34.91062039957939,22.34490010515247
211,Juneau City and Borough,21.31168886,8.873126552,105.9103561,110.0,Alaska,2019,31685.0,-309.0,89922.0,114.6,THE LEFT COAST,1049.0,4791.0,7842.0,9145.0,4.595435230209839,20.98830332500986,34.3540544092522,40.0622070355281
2122,Kenai Peninsula Borough,23.75882442,7.093614062,78.18095176,424.25,Alaska,2019,60690.0,781.0,71111.0,90.7,THE FAR WEST,2497.0,12743.0,14742.0,11296.0,6.049227191239885,30.87116623867435,35.71393962885799,27.36566694122777
213,Ketchikan Gateway Borough,20.72395981,7.675838865,108.498813,75.5,Alaska,2019,13741.0,-80.0,73260.0,93.4,THE LEFT COAST,591.0,2829.0,3795.0,2586.0,6.029996939087848,28.86440159167432,38.72053872053872,26.38506274869911
215,Kodiak Island Borough,21.94160402,9.498309662,74.58418881,30.0,Alaska,2019,12720.0,-239.0,80863.0,103.1,THE FAR WEST,847.0,2508.0,2953.0,2599.0,9.509374649152353,28.15762883125631,33.15369933759964,29.17929718199169
2158,Kusilvak Census Area,0.776068265,0.626016365,67.53664107,69.5,Alaska,2019,8278.0,-307.0,38203.0,48.7,FIRST NATION,833.0,2266.0,857.0,119.0,20.44171779141104,55.60736196319019,21.03067484662576,2.920245398773006
217,Matanuska-Susitna Borough,29.9473406,8.786706594,70.68342833,371.5,Alaska,2019,113325.0,1844.0,80164.0,102.2,THE FAR WEST,4384.0,23039.0,25821.0,16552.0,6.281162244254684,33.00905496016964,36.99495673104476,23.71482606453092
218,Nome Census Area,0.865479429,0.57732493,75.72671569,13.5,Alaska,2019,9835.0,-186.0,65578.0,83.6,FIRST NATION,695.0,2451.0,1443.0,1033.0,12.3621487015297,43.5965848452508,25.66702241195305,18.37424404126645
2185,North Slope Borough,10.67517277,5.403258493,69.47244778,221.25,Alaska,2019,10805.0,-292.0,95041.0,121.2,FIRST NATION,865.0,2904.0,2145.0,1093.0,12.34479805908377,41.44427001569859,30.61224489795918,15.59868702725846
2188,Northwest Arctic Borough,2.308734314,1.838957941,80.17696078,30.5,Alaska,2019,7423.0,-226.0,67586.0,86.2,FIRST NATION,673.0,2020.0,978.0,619.0,15.68764568764569,47.08624708624708,22.7972027972028,14.42890442890443
2195,Petersburg Borough,4.552462615,3.319350129,139.4586901,48.25,Alaska,2019,3360.0,-6.0,71878.0,91.6,THE LEFT COAST,216.0,788.0,813.0,721.0,8.51063829787234,31.04806934594169,32.03309692671395,28.40819542947203
2198,Prince of Wales-Hyder Census Area,5.496397222,5.346810217,199.7301328,78.25,Alaska,2019,5650.0,-73.0,56226.0,71.7,THE LEFT COAST,319.0,1588.0,1464.0,801.0,7.646212847555129,38.06327900287631,35.09108341323107,19.19942473633749
222,Sitka City and Borough,16.12413116,4.972306739,109.6638436,49.25,Alaska,2019,8382.0,-36.0,78248.0,99.8,THE LEFT COAST,316.0,1546.0,2202.0,2024.0,5.19053876478318,25.39421813403416,36.16951379763469,33.24572930354796
223,Skagway Municipality,10.73718097,5.023821701,120.1910755,22.5,Alaska,2019,1081.0,-58.0,65712.0,83.8,THE FAR WEST,101.0,356.0,339.0,266.0,9.51035781544256,33.52165725047081,31.92090395480226,25.04708097928437
224,Southeast Fairbanks Census Area,16.45430381,4.93296961,115.07165,69.25,Alaska,2019,7021.0,-4.0,68347.0,87.1,THE FAR WEST,332.0,1704.0,1570.0,865.0,7.425631849698054,38.11227913218519,35.11518675911429,19.34690225900246
2261,Valdez-Cordova Census Area,18.97072069,6.917124316,109.8389705,101.0,Alaska,2019,,,,,THE FAR WEST,,,,,,,,
2275,Wrangell City and Borough,10.86696017,5.354604779,106.7012868,12.75,Alaska,2019,2070.0,-22.0,64732.0,82.5,THE LEFT COAST,238.0,578.0,510.0,237.0,15.22712731925784,36.98016634676903,32.6295585412668,15.16314779270633
2282,Yakutat City and Borough,6.2295,3.9855,237.0,2.0,Alaska,2019,700.0,-19.0,73014.0,93.1,THE LEFT COAST,21.0,173.0,154.0,40.0,5.412371134020619,44.58762886597938,39.69072164948454,10.30927835051546
229,Yukon-Koyukuk Census Area,9.994048377,5.627999675,150.6123377,10.5,Alaska,2019,5179.0,-102.0,44934.0,57.3,FIRST NATION,448.0,1471.0,1111.0,449.0,12.87726358148893,42.28226501868353,31.93446392641563,12.9060074734119
4001,Apache,9.11341412,3.989577114,150.8656919,456.0,Arizona,2019,65432.0,472.0,41002.0,59.5,THE FAR WEST,7549.0,13150.0,16229.0,5434.0,17.82021623152826,31.04197157830131,38.31027807941079,12.82753411075964
4003,Cochise,25.41483427,10.11440822,57.84504477,1182.25,Arizona,2019,125663.0,452.0,55748.0,80.8,EL NORTE,9897.0,21308.0,33661.0,22569.0,11.3192657402642,24.3701035054612,38.49831303253846,25.81231772173614
4005,Coconino,23.20979703,9.196421998,76.44246662,1844.25,Arizona,2019,144060.0,1105.0,63829.0,92.6,THE FAR WEST,7786.0,18341.0,26678.0,33393.0,9.03269217383234,21.27775586440521,30.94967400635746,38.739877955405
4007,Gila,28.1716341,8.382098809,70.63717653,395.0,Arizona,2019,53922.0,922.0,52665.0,76.4,THE FAR WEST,5131.0,11192.0,15587.0,7382.0,13.05863789066477,28.48416980555838,39.66965285554311,18.78753944823374
4009,Graham,18.25794848,9.31228814,83.82826703,216.5,Arizona,2019,38779.0,-162.0,52644.0,76.3,EL NORTE,3980.0,7123.0,9414.0,3529.0,16.55160941528737,29.6223904183648,39.1499625717375,14.67603759461033
4011,Greenlee,26.95216041,13.40703815,46.14677332,30.5,Arizona,2019,9302.0,-109.0,71669.0,103.9,EL NORTE,710.0,1877.0,2253.0,922.0,12.32211037834085,32.57549461992364,39.10100659493231,16.00138840680319
4012,La Paz,23.04154468,10.71734735,109.5878862,785.5,Arizona,2019,16506.0,332.0,44330.0,64.3,EL NORTE,2110.0,4476.0,5038.0,1558.0,16.00667576998938,33.95539371870733,38.21878318919739,11.8191473221059
4013,Maricopa,52.73565694,12.48150401,39.82262655,33578.25,Arizona,2019,4551524.0,48593.0,76230.0,110.5,EL NORTE,326737.0,644940.0,950635.0,1006096.0,11.15749581342491,22.02357048607981,32.46251888398064,34.35641481651464
4015,Mohave,24.36259859,6.955937178,64.37787944,2228.5,Arizona,2019,220816.0,6137.0,48169.0,69.8,THE FAR WEST,20437.0,55859.0,62716.0,23817.0,12.55120402385324,34.30531416393885,38.51648047952146,14.62700133268644
4017,Navajo,15.27977849,6.013114983,77.89989067,963.5,Arizona,2019,108650.0,1545.0,49057.0,71.1,THE FAR WEST,10766.0,20551.0,26746.0,11611.0,15.45196199443121,29.49593822659816,38.38734678646266,16.66475299250797
4019,Pima,40.01451895,11.39396245,51.34010584,6227.75,Arizona,2019,1057597.0,11121.0,60604.0,87.9,EL NORTE,74468.0,149641.0,234802.0,240377.0,10.64911738797177,21.39905160677718,33.57729576369107,34.37453524155999
4021,Pinal,25.95346956,6.903871952,55.68189023,2724.5,Arizona,2019,464154.0,15233.0,70835.0,102.7,EL NORTE,36411.0,89200.0,106188.0,61217.0,12.42628388893439,30.44202364376007,36.2396592677533,20.89203319955224
4023,Santa Cruz,21.42898443,7.405638936,62.58747017,270.5,Arizona,2019,48759.0,630.0,49216.0,71.4,EL NORTE,6757.0,7913.0,8697.0,6994.0,22.25552518033003,26.06304140179836,28.6453015381575,23.03613187971411
4025,Yavapai,24.13269377,9.587451451,56.50635629,1831.75,Arizona,2019,246191.0,5990.0,57676.0,83.6,THE FAR WEST,15280.0,45486.0,69858.0,50231.0,8.448757291753061,25.15053495894501,38.626524010948,27.77418373835393
4027,Yuma,25.40138249,8.335935039,74.38625324,1628.25,Arizona,2019,207842.0,942.0,55991.0,81.2,EL NORTE,32441.0,34441.0,42131.0,20286.0,25.0899078879187,26.63671026071354,32.5841653841097,15.68921646725806
5001,Arkansas,19.41078543,7.194259429,49.4710571,80.0,Arkansas,2019,16512.0,-34.0,50928.0,96.9,DEEP SOUTH,1596.0,5020.0,3385.0,1987.0,13.31331331331331,41.87520854187521,28.23656990323657,16.57490824157491
5003,Ashley,18.25123349,4.401788239,144.3339458,119.25,Arkansas,2019,18354.0,-179.0,44030.0,83.7,DEEP SOUTH,1988.0,6823.0,2988.0,1612.0,14.8236522257848,50.87614644694654,22.28021773171277,12.01998359555589
5005,Baxter,23.99674302,7.225043455,68.54915259,205.25,Arkansas,2019,42435.0,796.0,45116.0,85.8,GREATER APPALACHIA,3593.0,10992.0,11191.0,5892.0,11.345838069976,34.71011746873816,35.33851206265,18.60553239863584
