geoid,NAMELSAD,avg_d_mbps_wt,avg_u_mbps_wt,avg_lat_ms_wt,tests,State,Year,POP_ESTIMATE_2022,NET_MIG_2022,Median_Household_Income_2021,Med_HH_Income_Percent_of_State_Total_2021,WOODARD NATION NAME,Less_than_a_high_school_diploma_2017_21,High_school_diploma_only_2017_21,Some_college_or_associate_degree_2017_21,Bachelor_degree_or_higher_2017_21,Percent_of_adults_with_less_than_a_high_school_diploma_2017_21,Percent_of_adults_with_a_high_school_diploma_only_2017_21,Percent_of_adults_completing_some_college_or_associate_degree_2017_21,Percent_of_adults_with_a_bachelor_degree_or_higher_2017_21
1085,Lowndes,23.71086343,7.789219971,128.4378494,191.75,Alabama,2019,9777,-93,36993,68.5,DEEP SOUTH,1094,3094,1900,1083,15.25589178636174,43.14600474,26.49560731,15.10249616510947
1087,Macon,60.68529773,7.195282384,131.9639626,288.5,Alabama,2019,18516,-283,35354,65.5,DEEP SOUTH,2067,3765,4044,2663,16.48456814738017,30.02631788818885,32.25137570779169,21.23773825663929
1089,Madison,119.3028645,78.60086633,25.83068056,34078.25,Alabama,2019,403565,6387,78386,145.2,GREATER APPALACHIA,21084,50364,74888,116323,8.027137848,19.17467134193003,28.51149208669796,44.28669872
1091,Marengo,16.74364703,6.80198793,88.36418545,604.5,Alabama,2019,18745,-89,42048,77.9,DEEP SOUTH,1750,4653,4071,2570,13.41613002146581,35.67157313707452,31.20975161,19.70254523152407
1093,Marion,90.28840749,85.90267928,33.93868705,2167.75,Alabama,2019,29156,361,44636,82.7,GREATER APPALACHIA,3921,7472,6963,2649,18.66698405141633,35.57248274220424,33.14925017852892,12.61128302785051
1095,Marshall,71.99092042,23.30494587,34.35780979,5295,Alabama,2019,99423,1028,50858,94.2,GREATER APPALACHIA,10675,20178,20053,13852,16.48444979770839,31.15908459,30.96605824762964,21.39040736279687
1097,Mobile,109.5976287,52.40101842,51.60453594,21753.5,Alabama,2019,411411,-1213,49848,92.3,DEEP SOUTH,34027,95988,83212,67053,12.14035964035964,34.24718139003853,29.68888255,23.92357642357642
1099,Monroe,50.45637454,9.363492709,110.6204993,912.5,Alabama,2019,19404,-21,40997,75.9,DEEP SOUTH,2440,6205,3435,1787,17.59573087185404,44.74652051633375,24.77103915771255,12.88670945409966
1101,Montgomery,113.9899729,33.54320922,19.57893876,10687,Alabama,2019,226361,-861,50645,93.8,DEEP SOUTH,18715,39384,43541,50876,12.27084371,25.82286448634897,28.54848015945868,33.35781163943455
1103,Morgan,83.11119745,25.22014654,46.17807075,6652,Alabama,2019,124211,1059,56340,104.4,GREATER APPALACHIA,12983,26406,26088,19291,15.31592110230276,31.15090600226501,30.77576443941109,22.75740845602114
1105,Perry,8.692227203,2.364378552,164.8011797,46.75,Alabama,2019,8035,-219,31522,58.4,DEEP SOUTH,1188,2229,1092,1051,21.36690647482014,40.08992805755396,19.64028776978417,18.90287769784173
1107,Pickens,20.15190395,4.366257753,145.0088763,433,Alabama,2019,18697,234,43926,81.4,DEEP SOUTH,2332,5903,3851,1854,16.72883787661406,42.34576757532281,27.62553802008608,13.29985652797704
1109,Pike,64.3777545,47.2690011,37.23235033,918,Alabama,2019,33014,354,38945,72.1,DEEP SOUTH,2465,7035,4515,5384,12.70684055879169,36.26475591525337,23.27439558740141,27.75400793855353
1111,Randolph,37.50815796,4.562925809,136.8373796,632.75,Alabama,2019,22479,373,45889,85,DEEP SOUTH,3039,5304,4566,2500,19.72224024920501,34.42144201440717,29.63203322733467,16.22428450905315
1113,Russell,74.87396601,34.47546313,31.23695925,3321.25,Alabama,2019,58555,-78,44849,83.1,DEEP SOUTH,5881,11774,15342,6886,14.74563097058897,29.52134994859966,38.46751748865431,17.26550159215706
1115,St. Clair,59.51263893,12.01470326,44.73592782,8019.5,Alabama,2019,93932,1281,63015,116.7,DEEP SOUTH,8873,22302,20529,11730,13.98776681275026,35.15780180975502,32.36277075,18.49166062364032
1117,Shelby,115.7475777,41.97157524,27.33942979,25610.5,Alabama,2019,230115,2356,85457,158.3,DEEP SOUTH,9632,29933,43839,67668,6.375767845795383,19.81373120101674,29.01861364117772,44.79188731201017
1119,Sumter,61.13176412,8.404693626,109.1421063,190.75,Alabama,2019,11853,-53,29490,54.6,DEEP SOUTH,982,2588,2644,1502,12.72680145152929,33.54069466044582,34.26645930533955,19.46604458268533
1121,Talladega,69.35636346,12.98157432,53.7060232,4293.25,Alabama,2019,80704,618,47331,87.7,DEEP SOUTH,9813,19830,18582,9138,17.10684588,34.56932168819623,32.39370325819779,15.93012917734428
1123,Tallapoosa,81.79582187,12.89609952,39.0790989,1902.5,Alabama,2019,40977,130,47444,87.9,DEEP SOUTH,5432,9300,9406,5322,18.43856076035302,31.56822810590631,31.92803801765105,18.06517311608961
1125,Tuscaloosa,107.2224253,40.17535908,37.80103019,10316.5,Alabama,2019,236780,977,56274,104.2,DEEP SOUTH,14563,41868,41083,43086,10.35775248933144,29.77809388335704,29.21977240398293,30.64438122332859
1127,Walker,87.80684115,14.20132966,59.37803196,2969,Alabama,2019,64339,267,46343,85.8,GREATER APPALACHIA,8033,15674,15264,6391,17.70865482,34.55315021383537,33.64930999515012,14.08888496979851
1129,Washington,12.85387323,2.810734788,183.4842258,427.25,Alabama,2019,15122,-75,49795,92.2,DEEP SOUTH,1498,4606,3258,1469,13.83067122149386,42.52608254085495,30.08032499307543,13.56292124457575
1131,Wilcox,22.79397169,5.938328028,125.9488707,271.5,Alabama,2019,10059,-224,30071,55.7,DEEP SOUTH,1485,2806,2078,785,20.75761811573945,39.22281241263629,29.04668716801789,10.97288230360637
1133,Winston,41.0905026,35.07263223,96.48594036,1919.75,Alabama,2019,23755,265,47176,87.4,GREATER APPALACHIA,3520,6590,4616,2290,20.68641278796427,38.72825575928538,27.12740949694405,13.45792196
202,Anchorage Municipality,109.5828338,23.71470637,18.81061238,16144,Alaska,2019,287145,-2694,86152,109.8,THE FAR WEST,11299,45842,65086,71085,5.844955305413011,23.71399602714783,33.66888760139049,36.77216106604867
205,Bethel Census Area,7.352484431,5.404729032,34.63168962,178.25,Alaska,2019,18257,-578,54849,69.9,FIRST NATION,1808,4674,2267,1276,18.03491271820449,46.62344139650873,22.61346633416459,12.72817955
206,Bristol Bay Borough,4.798471273,0.981210986,39.34845691,17.25,Alaska,2019,865,24,88516,112.8,THE FAR WEST,34,194,273,142,5.287713841368585,30.17107309486781,42.45723172628305,22.08398133748056
2068,Denali Borough,23.63648372,14.53386392,26.77630776,395,Alaska,2019,1585,-20,85251,108.7,FIRST NATION,27,504,472,653,1.630434782608696,30.43478260869566,28.50241546,39.43236714975845
207,Dillingham Census Area,4.077371794,1.610060681,31.84043786,48,Alaska,2019,4723,-75,58389,74.4,FIRST NATION,388,1151,780,564,13.45820326049254,39.92369060006937,27.05515088449532,19.56295525494277
209,Fairbanks North Star Borough,84.06500525,18.49451739,40.57723532,4481.25,Alaska,2019,95356,-791,76754,97.9,THE FAR WEST,3393,15698,22276,19976,5.531193453205745,25.59053192703324,36.31384184014476,32.56443277961625
21,Haines Borough,7.638269253,2.506210222,40.95788177,77,Alaska,2019,2056,-11,63155,80.5,THE FAR WEST,33,564,467,367,2.306079665,39.41299790356394,32.63452131,25.64640111809923
21,Haines Borough,7.638269253,2.506210222,40.95788177,77,Alaska,2019,2056,-11,63155,80.5,THE FAR WEST,376963,1000507,891024,785070,12.34501716682539,32.76522123001188,29.17980432045963,25.70995728
2105,Hoonah-Angoon Census Area,8.593460235,3.155820159,170.4970075,82.5,Alaska,2019,2287,-51,56555,72.1,THE LEFT COAST,119,694,664,425,6.256572029442692,36.48790746582545,34.91062039957939,22.34490010515247
211,Juneau City and Borough,68.65961337,17.01333383,36.08322896,1334.5,Alaska,2019,31685,-309,89922,114.6,THE LEFT COAST,1049,4791,7842,9145,4.595435230209839,20.98830332500986,34.35405441,40.06220704
2122,Kenai Peninsula Borough,45.6935037,14.62548776,55.14331297,5136,Alaska,2019,60690,781,71111,90.7,THE FAR WEST,2497,12743,14742,11296,6.049227191239885,30.87116623867435,35.71393962885799,27.36566694122777
213,Ketchikan Gateway Borough,78.37437206,64.32051362,13.24932367,783.75,Alaska,2019,13741,-80,73260,93.4,THE LEFT COAST,591,2829,3795,2586,6.029996939087848,28.86440159167432,38.72053872053872,26.38506274869911
215,Kodiak Island Borough,93.98401094,21.44173999,32.25192064,695.5,Alaska,2019,12720,-239,80863,103.1,THE FAR WEST,847,2508,2953,2599,9.509374649152353,28.15762883125631,33.15369933759964,29.17929718199169
2158,Kusilvak Census Area,5.507302104,4.899872125,42.75526299,107.5,Alaska,2019,8278,-307,38203,48.7,FIRST NATION,833,2266,857,119,20.44171779141104,55.60736196319019,21.03067484662576,2.920245398773006
2164,Lake and Peninsula Borough,6.031603114,1.881908242,474.7652015,20.33333333,Alaska,2019,1381,-49,51205,65.3,FIRST NATION,68,258,167,141,10.72555205047319,40.69400630914826,26.34069400630915,22.23974763
217,Matanuska-Susitna Borough,64.94190824,15.57903434,21.25989645,6060.75,Alaska,2019,113325,1844,80164,102.2,THE FAR WEST,4384,23039,25821,16552,6.281162244254684,33.00905496016964,36.99495673104476,23.71482606453092
218,Nome Census Area,6.289989633,6.288078448,34.17781376,82,Alaska,2019,9835,-186,65578,83.6,FIRST NATION,695,2451,1443,1033,12.3621487,43.59658485,25.66702241195305,18.37424404126645
2185,North Slope Borough,16.99446459,20.00101879,24.25296304,489.25,Alaska,2019,10805,-292,95041,121.2,FIRST NATION,865,2904,2145,1093,12.34479805908377,41.44427001569859,30.61224489795918,15.59868702725846
2188,Northwest Arctic Borough,8.435930115,10.14594403,35.61787342,48.75,Alaska,2019,7423,-226,67586,86.2,FIRST NATION,673,2020,978,619,15.68764568764569,47.08624708624708,22.7972028,14.42890442890443
2195,Petersburg Borough,79.98423718,23.5417352,43.10834943,64.25,Alaska,2019,3360,-6,71878,91.6,THE LEFT COAST,216,788,813,721,8.510638298,31.04806934594169,32.03309692671395,28.40819542947203
2198,Prince of Wales-Hyder Census Area,6.138483875,2.510018411,123.7480092,127.5,Alaska,2019,5650,-73,56226,71.7,THE LEFT COAST,319,1588,1464,801,7.646212847555129,38.06327900287631,35.09108341323107,19.19942473633749
222,Sitka City and Borough,90.6369032,19.14175995,36.42452363,467,Alaska,2019,8382,-36,78248,99.8,THE LEFT COAST,316,1546,2202,2024,5.190538765,25.39421813403416,36.16951379763469,33.24572930354796
223,Skagway Municipality,8.903236836,1.446933883,42.36719091,91,Alaska,2019,1081,-58,65712,83.8,THE FAR WEST,101,356,339,266,9.510357815,33.52165725047081,31.92090395480226,25.04708097928437
224,Southeast Fairbanks Census Area,13.63579487,4.15357193,51.01157482,364.25,Alaska,2019,7021,-4,68347,87.1,THE FAR WEST,332,1704,1570,865,7.425631849698054,38.11227913218519,35.11518675911429,19.34690225900246
2261,Valdez-Cordova Census Area,41.51430247,15.38369944,32.98595357,778.75,Alaska,2019,,,,,THE FAR WEST,,,,,,,,
2275,Wrangell City and Borough,83.06752041,17.79825461,22.15583081,83.25,Alaska,2019,2070,-22,64732,82.5,THE LEFT COAST,238,578,510,237,15.22712731925784,36.98016634676903,32.62955854,15.16314779270633
229,Yukon-Koyukuk Census Area,6.941153571,5.995338571,91.415,24.75,Alaska,2019,5179,-102,44934,57.3,FIRST NATION,448,1471,1111,449,12.87726358148893,42.28226501868353,31.93446392641563,12.90600747
4001,Apache,9.469781991,4.23955745,140.7076397,613.25,Arizona,2019,65432,472,41002,59.5,THE FAR WEST,7549,13150,16229,5434,17.82021623152826,31.04197157830131,38.31027807941079,12.82753411075964
4003,Cochise,68.9739343,10.90619604,35.99007214,6096,Arizona,2019,125663,452,55748,80.8,EL NORTE,9897,21308,33661,22569,11.31926574,24.37010351,38.49831303253846,25.81231772173614
4005,Coconino,86.97928797,18.98161458,47.05058071,9629,Arizona,2019,144060,1105,63829,92.6,THE FAR WEST,7786,18341,26678,33393,9.032692174,21.27775586440521,30.94967400635746,38.73987796
4007,Gila,49.20774912,7.025936063,88.7272363,2274.5,Arizona,2019,53922,922,52665,76.4,THE FAR WEST,5131,11192,15587,7382,13.05863789066477,28.48416980555838,39.66965285554311,18.78753944823374
4009,Graham,57.49654922,9.955378636,44.53646689,1161,Arizona,2019,38779,-162,52644,76.3,EL NORTE,3980,7123,9414,3529,16.55160941528737,29.62239042,39.14996257,14.67603759461033
4011,Greenlee,52.07025585,7.078135312,52.37375774,208.75,Arizona,2019,9302,-109,71669,103.9,EL NORTE,710,1877,2253,922,12.32211037834085,32.57549461992364,39.10100659493231,16.00138840680319
4012,La Paz,34.93752929,5.783359904,85.07996905,1396,Arizona,2019,16506,332,44330,64.3,EL NORTE,2110,4476,5038,1558,16.00667576998938,33.95539371870733,38.21878318919739,11.81914732
4013,Maricopa,115.8878934,28.01022745,15.24881611,293300.5,Arizona,2019,4551524,48593,76230,110.5,EL NORTE,326737,644940,950635,1006096,11.15749581342491,22.02357048607981,32.46251888398064,34.35641481651464
4015,Mohave,118.3654156,22.16966679,36.6603673,16672.25,Arizona,2019,220816,6137,48169,69.8,THE FAR WEST,20437,55859,62716,23817,12.55120402385324,34.30531416393885,38.51648047952146,14.62700133268644
4017,Navajo,54.71977205,8.769509685,61.46365318,3732,Arizona,2019,108650,1545,49057,71.1,THE FAR WEST,10766,20551,26746,11611,15.45196199443121,29.49593822659816,38.38734678646266,16.66475299250797
4019,Pima,106.210098,14.45992876,24.2801168,57450,Arizona,2019,1057597,11121,60604,87.9,EL NORTE,74468,149641,234802,240377,10.64911738797177,21.39905160677718,33.57729576369107,34.37453524155999
4021,Pinal,88.35688617,20.9746415,31.33091027,25494,Arizona,2019,464154,15233,70835,102.7,EL NORTE,36411,89200,106188,61217,12.42628388893439,30.44202364376007,36.23965927,20.89203319955224
4023,Santa Cruz,34.48993567,9.216079689,59.84411321,1790.25,Arizona,2019,48759,630,49216,71.4,EL NORTE,6757,7913,8697,6994,22.25552518033003,26.06304140179836,28.64530154,23.03613187971411
4025,Yavapai,65.47076143,10.75433284,43.56742949,14106,Arizona,2019,246191,5990,57676,83.6,THE FAR WEST,15280,45486,69858,50231,8.448757291753061,25.15053495894501,38.62652401,27.77418373835393
4027,Yuma,85.62330509,11.07858976,30.34606612,8539.75,Arizona,2019,207842,942,55991,81.2,EL NORTE,32441,34441,42131,20286,25.08990789,26.63671026071354,32.58416538,15.68921646725806
5001,Arkansas,13.44329103,4.110325775,59.88832458,641.25,Arkansas,2019,16512,-34,50928,96.9,DEEP SOUTH,1596,5020,3385,1987,13.31331331331331,41.87520854187521,28.23656990323657,16.57490824157491
5003,Ashley,18.9929933,5.200818525,149.6466913,680.25,Arkansas,2019,18354,-179,44030,83.7,DEEP SOUTH,1988,6823,2988,1612,14.82365223,50.87614644694654,22.28021773171277,12.01998359555589
5005,Baxter,93.8930869,27.00089238,79.51653406,2692.5,Arkansas,2019,42435,796,45116,85.8,GREATER APPALACHIA,3593,10992,11191,5892,11.34583807,34.71011746873816,35.33851206,18.60553239863584
5007,Benton,101.686652,51.48106564,40.89904978,18777.75,Arkansas,2019,302863,7028,78974,150.2,GREATER APPALACHIA,18811,53695,47163,63211,10.28597987751531,29.36078302712161,25.78904199475065,34.56419510061242
5009,Boone,59.40575189,17.48367722,53.51414452,1883.25,Arkansas,2019,38284,580,48700,92.6,GREATER APPALACHIA,2849,8849,9820,4648,10.88817549491707,33.81869601773293,37.52961858900864,17.76350989834136
5011,Bradley,19.48833411,3.318209776,68.58346454,364.5,Arkansas,2019,10135,-127,40454,76.9,DEEP SOUTH,1151,3111,2081,908,15.87367259688319,42.90442697558957,28.69948972555509,12.52241070197214
5013,Calhoun,23.28173251,20.13534243,74.44218762,249,Arkansas,2019,4695,-2,49977,95.1,DEEP SOUTH,543,1490,984,421,15.79406631762653,43.33915067,28.62129144851658,12.24549156486329
5015,Carroll,31.45591176,5.809204615,75.29276064,1749.25,Arkansas,2019,28742,316,49225,93.6,GREATER APPALACHIA,2948,7009,5585,4389,14.79102905022327,35.16632381716923,28.02167477798405,22.02097235462345
5017,Chicot,28.12932007,4.914754536,110.234596,153.25,Arkansas,2019,9873,-127,34857,66.3,DEEP SOUTH,1537,2725,1802,1050,21.60528535282542,38.30475119482711,25.33033455158842,14.75962890075907
5019,Clark,121.7345655,63.85696608,31.29455913,1087.5,Arkansas,2019,21250,112,47158,89.7,DEEP SOUTH,1193,4037,3859,3516,9.464498215,32.02697342324474,30.61483538278461,27.89369298
5021,Clay,50.51457967,6.078675167,81.529804,748.25,Arkansas,2019,14265,14,41419,78.8,GREATER APPALACHIA,1625,4430,2844,1448,15.70503527592539,42.81434232144583,27.48622789214265,13.99439451048613
5023,Cleburne,42.27222366,10.26908434,99.13178145,1738,Arkansas,2019,25284,455,50200,95.5,GREATER APPALACHIA,2176,7850,5344,3144,11.75326779734255,42.40034568434698,28.86464297288538,16.98174354542509
5025,Cleveland,7.398234629,2.235614229,430.7184927,95,Arkansas,2019,7467,36,53705,102.1,DEEP SOUTH,514,2584,1509,924,9.293075393238112,46.71849575,27.28258904357259,16.70583981
5027,Columbia,84.7330126,20.49419347,72.72867076,684.5,Arkansas,2019,22216,-219,44651,84.9,DEEP SOUTH,1824,5590,3805,2832,12.98128247099851,39.78364529215003,27.07992313714326,20.1551491
5029,Conway,64.47804298,11.78689487,125.2657466,711.5,Arkansas,2019,21046,214,47741,90.8,GREATER APPALACHIA,1706,5896,4093,2686,11.86287462624296,40.99853973993464,28.46116403588067,18.67742159794173
5031,Craighead,123.0670511,35.72881461,31.52468425,7001.5,Arkansas,2019,113017,905,52490,99.8,DEEP SOUTH,7292,23151,19662,20412,10.34076889260746,32.83038132648865,27.88263822907951,28.94621155182438
5033,Crawford,95.01971885,32.56737947,49.34894115,2630.5,Arkansas,2019,61075,796,54065,102.8,GREATER APPALACHIA,6161,13947,12959,7792,15.07868523458724,34.13446241954037,31.71639051371791,19.07046183215449
5035,Crittenden,90.89829767,12.46178488,43.570902,1690.75,Arkansas,2019,47061,-411,43821,83.3,DEEP SOUTH,4784,10940,9749,5392,15.49975700631784,35.44467844,31.58593876559209,17.46962578972947
5037,Cross,35.28624295,5.628079106,85.89332551,382.25,Arkansas,2019,16601,-12,45262,86.1,DEEP SOUTH,2138,4907,3051,1651,18.20039158934196,41.77236741,25.97258874606283,14.05465225163872
