id,org_id,org_name,campus_id,name,aka,name_long,website,social_media,clli,rencode,npanxx,notes,net_count,ix_count,sales_email,sales_phone,tech_email,tech_phone,available_voltage_services,diverse_serving_substations,property,region_continent,status_dashboard,created,updated,status,address1,address2,city,country,state,zipcode,floor,suite,latitude,longitude
15,2,"Equinix, Inc.",,"Equinix MI1 - Miami, NOTA",,,https://www.equinix.com/locations/americas-colocation/united-states-colocation/miami-data-centers/mi1/,"[{'service': 'website', 'identifier': 'https://www.equinix.com/locations/americas-colocation/united-states-colocation/miami-data-centers/mi1/'}]",MIAUFL,,305-373,Formerly: NAP of the Americas,292,8,,,,,[],,,North America,,2010-07-29T00:00:00Z,2020-08-26T05:23:01Z,ok,50 NE 9th St,,Miami,US,FL,33132-1709,,,25.782648,-80.193157
16,8592,Digital Realty,,Digital Realty NYC (111 8th Ave),,,https://www.digitalrealty.com,"[{'service': 'website', 'identifier': 'https://www.digitalrealty.com'}]",NYCMNY,,212-905,,128,5,,,,,[],,,North America,,2010-07-29T00:00:00Z,2021-11-01T23:07:33Z,ok,111 8th Ave,,New York,US,NY,10011,,,40.741469,-74.003387
19,34,CoreSite,7.0,CoreSite - Los Angeles (LA1) One Wilshire,,,http://www.coresite.com,"[{'service': 'website', 'identifier': 'http://www.coresite.com'}]",LSANCARC,,213-489,,322,5,info@coresite.com,+18667772673,info@coresite.com,+18667772673,[],,,North America,,2010-07-29T00:00:00Z,2023-02-28T18:07:59Z,ok,624 S. Grand Ave.,Suite 110,Los Angeles,US,CA,90017,,,34.047942,-118.255564
20,34,CoreSite,10.0,CoreSite - San Jose (SV1),,,http://www.coresite.com,"[{'service': 'website', 'identifier': 'http://www.coresite.com'}]",SNJSCAJN,,408-918,,56,4,info@coresite.com,+18667772673,info@coresite.com,+18667772673,[],,Owner,North America,,2010-07-29T00:00:00Z,2023-05-09T00:16:00Z,ok,55 S. Market Street,Suite 440,San Jose,US,CA,95113,,,37.334147,-121.891649
21,38,60 Fed LLC,,FedConnect San Francisco,,,,[],SNFCCA,,415-495,,0,0,,,,,[],,,North America,,2010-07-29T00:00:00Z,2017-09-06T04:15:10Z,ok,60 Federal Street,,San Francisco,US,CA,94103,,,37.783322,-122.392048
22,41,JMA Wired,,JMA NAC Los Angeles,,,,[],LSANCA,,213-955,,1,1,,,,,[],,,North America,,2010-07-29T00:00:00Z,2017-09-06T04:15:10Z,ok,530 West 6th Street,,Los Angeles,US,CA,90014,,,34.048428,-118.255186
23,8592,Digital Realty,,Digital Realty SFO (365 Main),,,https://www.digitalrealty.com,"[{'service': 'website', 'identifier': 'https://www.digitalrealty.com'}]",SNFCCA,,415-546,,30,3,,,,,[],,,North America,,2010-07-29T00:00:00Z,2021-11-01T23:10:43Z,ok,365 Main Street,,San Francisco,US,CA,94105,,,37.788669,-122.390509
24,1090,UnitedLayer LLC,,The Mission Street Center,,,https://unitedlayer.com,[],SNFCCA,,415-865,,0,0,,,,,[],,,North America,,2010-07-29T00:00:00Z,2018-06-28T20:37:30Z,ok,1019 Mission Street,,San Francisco,US,CA,94107,,,37.780351,-122.408954
33,49,SVTIX San Jose,,SVTIX San Jose,,,,[],SNJSCA,,408-234,,4,0,,,,,[],,,North America,,2010-07-29T00:00:00Z,2017-09-06T04:17:45Z,ok,250 Stockton St,,San Jose,US,CA,95126,,,37.333765,-121.904828
36,2,"Equinix, Inc.",,"Equinix NY2/NY4/NY5/NY6 - New York, Secaucus",,,https://www.equinix.com/locations/americas-colocation/united-states-colocation/new-york-data-centers/,"[{'service': 'website', 'identifier': 'https://www.equinix.com/locations/americas-colocation/united-states-colocation/new-york-data-centers/'}]",SCCSNJ,,201-325,"NY2: 275 Hartz Way; 
NY4: 755 Secaucus Road; 
NY5: 800 Secaucus Road; 
NY6: 105 Enterprise Ave",121,6,,,,,[],,,North America,,2010-07-29T00:00:00Z,2020-08-26T05:23:01Z,ok,800 Secaucus Road,,Secaucus,US,NJ,07094,,,40.778534,-74.072237
38,2,"Equinix, Inc.",,"Equinix NY9 - New York, 111 8th Avenue",,,https://www.equinix.com/locations/americas-colocation/united-states-colocation/new-york-data-centers/ny9/,"[{'service': 'website', 'identifier': 'https://www.equinix.com/locations/americas-colocation/united-states-colocation/new-york-data-centers/ny9/'}]",NYCMNY,,212-206,,90,3,,,,,[],,,North America,,2010-07-29T00:00:00Z,2021-03-05T22:31:36Z,ok,111 8th Ave,,New York,US,NY,10011,,"518, 536, 734, and 1533",40.741469,-74.003387
69,2,"Equinix, Inc.",,Equinix DA3 - Dallas,,,https://www.equinix.com/locations/americas-colocation/united-states-colocation/dallas-data-centers/da3/,"[{'service': 'website', 'identifier': 'https://www.equinix.com/locations/americas-colocation/united-states-colocation/dallas-data-centers/da3/'}]",DLLSTX,,214-827,,90,6,,,,,[],,,North America,,2010-07-29T00:00:00Z,2020-08-26T05:23:01Z,ok,1950 N Stemmons Fwy,Suite 1039A,Dallas,US,TX,75207,,,32.800955,-96.81955
71,8592,Digital Realty,,Digital Realty Seattle SEA10,Westin Building Exchange,,https://www.digitalrealty.com,"[{'service': 'website', 'identifier': 'https://www.digitalrealty.com'}]",STTLWAWB,,"206-210,320,441,443",,226,5,wbxsales@westinbldg.com,+12064431800,info@westinbldg.com,+12064431800,[],,,North America,,2010-07-29T00:00:00Z,2023-07-03T02:47:22Z,ok,2001 Sixth Avenue,Suite 300,Seattle,US,WA,98121,,,47.614347,-122.338883
84,133,KDWEB,,KDWEB San Jose,,,,[],SNJSCA,,408-286,,0,0,,,,,[],,,North America,,2010-07-29T00:00:00Z,2017-09-06T04:24:05Z,ok,50 W San Fernando,18th Floor,San Jose,US,CA,95122,,,37.333885,-121.889302
85,2,"Equinix, Inc.",,"Equinix SV17 - Silicon Valley, Santa Clara",,,https://www.equinix.com/locations/americas-colocation/united-states-colocation/silicon-valley-data-centers/sv17/,"[{'service': 'website', 'identifier': 'https://www.equinix.com/locations/americas-colocation/united-states-colocation/silicon-valley-data-centers/sv17/'}]",SNTCCA,,408-450,,4,1,,,,,[],,,North America,,2010-07-29T00:00:00Z,2020-07-03T11:58:43Z,ok,3030 Corvin Dr,,Santa Clara,US,CA,95051,,,37.376348,-121.988591
86,2,"Equinix, Inc.",,Equinix SE2/SE3 - Seattle,,,https://www.equinix.com/locations/americas-colocation/united-states-colocation/seattle-data-centers/,"[{'service': 'website', 'identifier': 'https://www.equinix.com/locations/americas-colocation/united-states-colocation/seattle-data-centers/'}]",STTLWA,,206-443,Westin Building,104,5,,,,,[],,,North America,,2010-07-29T00:00:00Z,2020-08-26T05:23:01Z,ok,2001 Sixth Avenue,,Seattle,US,WA,98121,,,47.614358,-122.338864
88,2,"Equinix, Inc.",,"Equinix DC7 - Ashburn, Vienna",,,http://www.equinix.com/,"[{'service': 'website', 'identifier': 'http://www.equinix.com/'}]",VINNVA,,703-760,,7,2,,,,,[],,,North America,,2010-07-29T00:00:00Z,2020-07-03T10:18:48Z,ok,7990 Science Applications Ct,Suite 1,Vienna,US,VA,22180,,,38.908422,-77.219692
102,2,"Equinix, Inc.",,Equinix LA2 - Los Angeles,,,https://www.equinix.com/locations/americas-colocation/united-states-colocation/los-angeles-data-centers/la2/,"[{'service': 'website', 'identifier': 'https://www.equinix.com/locations/americas-colocation/united-states-colocation/los-angeles-data-centers/la2/'}]",LSANCA,,213-270,,16,5,,,,,[],,,North America,,2010-07-29T00:00:00Z,2020-07-03T10:56:06Z,ok,818 W 7th St,6th Floor,Los Angeles,US,CA,90017,,,34.048897,-118.259585
103,2,"Equinix, Inc.",,Equinix LA5 - Los Angeles,,,http://www.equinix.com/,"[{'service': 'website', 'identifier': 'http://www.equinix.com/'}]",LSANCA,,213-270,,5,1,,,,,[],,,North America,,2010-07-29T00:00:00Z,2020-07-03T11:03:00Z,ok,1200 W. 7th St,"Lower Level 1, Suite 120",Los Angeles,US,CA,90017,,,,
120,8592,Digital Realty,,Digital Realty NYC (32 AofA),,,https://www.digitalrealty.com,"[{'service': 'website', 'identifier': 'https://www.digitalrealty.com'}]",NYCMNY,,212-343,fka: Telx NYC3,34,3,,,,,[],,,North America,,2010-07-29T00:00:00Z,2021-11-01T23:08:23Z,ok,32 6th Ave (Avenue of the Americas),,New York,US,NY,10013,,,40.72,-74.004561
125,8592,Digital Realty,,Digital Realty ATL (56 Marietta),,,https://www.digitalrealty.com,"[{'service': 'website', 'identifier': 'https://www.digitalrealty.com'}]",ATLNGA,,404-475,,166,4,,,,,[],,,North America,,2010-07-29T00:00:00Z,2021-11-01T22:41:02Z,ok,56 Marietta Street,,Atlanta,US,GA,30303,,,33.755456,-84.39153
144,2,"Equinix, Inc.",,"Equinix DC8 - Ashburn, Vienna",,,http://www.equinix.com/,"[{'service': 'website', 'identifier': 'http://www.equinix.com/'}]",VINNVA,,,,5,2,,,,,[],,,North America,,2010-07-29T00:00:00Z,2020-07-03T10:19:07Z,ok,8502A Tyco Rd,,Vienna,US,VA,22180,,,38.931419,-77.238951
146,2,"Equinix, Inc.",,Equinix PH1 - Philadelphia,,,http://www.equinix.com/,"[{'service': 'website', 'identifier': 'http://www.equinix.com/'}]",,,215-627,,18,1,,,,,[],,,North America,,2010-07-29T00:00:00Z,2020-07-03T11:28:19Z,ok,401 North Broad Street,,Philadelphia,US,PA,19108,,,39.959668,-75.161377
147,18470,VPLS,,Evocative San Jose (SV7),,,http://www.evocative.com,"[{'service': 'website', 'identifier': 'http://www.evocative.com'}]",SNJSCA,,408-277,,7,0,sales@evocative.com,+18883652656,support@evocative.com,+18883652656,[],,,North America,,2010-07-29T00:00:00Z,2022-10-26T21:28:09Z,ok,534 Stockton Avenue,,San Jose,US,CA,95126,,,37.338431,-121.910133
149,31909,iM Critical,,iM Critical Miami,,,https://www.imcritical.com/,"[{'service': 'website', 'identifier': 'https://www.imcritical.com/'}]",,,305-756,,7,0,lchesal@imcritical.com,+13057563704,support@imcritical.com,+13057563704,[],True,Owner,North America,,2010-07-29T00:00:00Z,2023-02-23T20:38:31Z,ok,100 NE 80th. Terrace,,Miami,US,FL,33138,,,25.848356,-80.194926
171,8592,Digital Realty,,Digital Realty PHX10 (120 E Van Buren),,,https://www.digitalrealty.com,"[{'service': 'website', 'identifier': 'https://www.digitalrealty.com'}]",PHNXAZ,,602-222,,25,3,,,,,[],,,North America,,2010-07-29T00:00:00Z,2024-05-30T22:48:20Z,ok,120 East Van Buren Street,,Phoenix,US,AZ,85004,,,33.452003,-112.072042
176,682,Lumen Technologies Inc,,Level(3) Sunnyvale,,,http://www.level3.com/,"[{'service': 'website', 'identifier': 'http://www.level3.com/'}]",SNVACA,,,,8,1,,,,,[],,,North America,,2010-07-29T00:00:00Z,2017-09-06T04:24:05Z,ok,1380 Kifer Rd.,,Sunnyvale,US,CA,95051,,,37.373412,-121.98778
184,9621,Printer's Square,,Printer's Square Chicago (600 S Federal),,,http://www.printerssquare.com,"[{'service': 'website', 'identifier': 'http://www.printerssquare.com'}]",,,,,3,0,,,,,[],,,North America,,2010-07-29T00:00:00Z,2017-09-06T04:24:06Z,ok,600 S Federal,,Chicago,US,IL,60605,,,41.874302,-87.629928
186,13880,Netrality Data Centers,,Netrality - Indy Telcom Center - 733 W. Henry,,,https://netrality.com/locations/indy-telcom-center/,"[{'service': 'website', 'identifier': 'https://netrality.com/locations/indy-telcom-center/'}]",IPLVIN,,317-263,"Netrality owns and operates highly interconnected edge data centers. The Netrality portfolio consists of nine strategic interconnection data centers: 717 South Wells in Chicago, IL, 1301 Fannin in Houston, TX, 1102 Grand in Kansas City, MO, 7801 Nieman Road, Shawnee KS, 401 North Broad in Philadelphia, PA, 210 North Tucker, 900 Walnut in St. Louis, MO, 701 West Henry and 733 West Henry in Indianapolis, Indiana. 

Feel free to ping us anytime with questions; bcampbell@netrality.com",39,2,sales@netrality.com,,bcampbell@netrality.com,,[],,,North America,,2010-07-29T00:00:00Z,2024-01-30T17:49:51Z,ok,733 W. Henry St,,Indianapolis,US,IN,46225,,,39.75988,-86.172275
188,308,FiberNet Telecom Group,,FiberNet Telecom Group - 60 Hudson St,,,http://www.ftgx.com,"[{'service': 'website', 'identifier': 'http://www.ftgx.com'}]",NYCMNY,,212-571,,5,1,,,,,[],,,North America,,2010-07-29T00:00:00Z,2017-11-15T04:10:30Z,ok,60 Hudson St,Suite 1903,New York,US,NY,10013,,,40.717664,-74.008333
189,308,FiberNet Telecom Group,,FiberNet Telecom Group New York (111 Eighth Ave),,,http://www.ftgx.com,"[{'service': 'website', 'identifier': 'http://www.ftgx.com'}]",NYCMNY,,212-215,,1,1,,,,,[],,,North America,,2010-07-29T00:00:00Z,2017-11-15T04:10:30Z,ok,111 Eighth Ave,Suite 303,New York,US,NY,10011,,,40.741355,-74.003203
209,682,Lumen Technologies Inc,,Level(3) Weehawken,,,http://www.level3.com,"[{'service': 'website', 'identifier': 'http://www.level3.com'}]",WHWKNJ,,201-588,,2,0,,,,,[],,,North America,,2010-07-29T00:00:00Z,2017-09-06T04:24:06Z,ok,300 JFK Boulevard East,,Weehawken,US,NJ,07086,,,40.761825,-74.025031
219,373,"Markley Group, LLC",,Markley Group One Summer Street Boston,,,http://www.markleygroup.com/,"[{'service': 'website', 'identifier': 'http://www.markleygroup.com/'}]",BSTNMA,,617-451,,78,1,,,,,[],,,North America,,2010-07-29T00:00:00Z,2017-09-06T04:24:06Z,ok,1 Summer Street,,Boston,US,MA,02110,,,42.354692,-71.060266
234,9055,Peace Communications (Formerly Nexus Group),,Peace Communications  KNX1,,,http://www.peacecom.net,"[{'service': 'website', 'identifier': 'http://www.peacecom.net'}]",KNVLTN,,865-673,Formerly known as Digital Crossing.    Peace Communications KNX1 Facility has On Site access to multiple Tier1 and Tier2 Carriers.,5,0,peeringdb@peacecom.net,+14236648900,peeringdb@peacecom.net,+14236648900,[],,,North America,,2010-07-29T00:00:00Z,2023-10-18T18:28:21Z,ok,500 W. Summit Hill,,Knoxville,US,TN,37902,,,35.965586,-83.921438
246,430,Looking Glass Networks,,Looking Glass Networks NYC Node,,,http://www.lglass.net,"[{'service': 'website', 'identifier': 'http://www.lglass.net'}]",NYCMNY,,212-219,,0,0,,,,,[],,,North America,,2010-07-29T00:00:00Z,2017-09-06T04:24:06Z,ok,150 Varick Street,,New York,US,NY,10012,,,40.726019,-74.00536
249,682,Lumen Technologies Inc,,Level(3) Atlanta (Courtland),,,http://www.level3.com,"[{'service': 'website', 'identifier': 'http://www.level3.com'}]",,,,,2,0,,,,,[],,,North America,,2010-07-29T00:00:00Z,2023-06-04T13:37:02Z,ok,345 Courtland St Ne,,Atlanta,US,GA,30308-3420,,,33.765138,-84.383731
250,682,Lumen Technologies Inc,,Level(3) Chicago (Canal),,,http://www.level3.com,"[{'service': 'website', 'identifier': 'http://www.level3.com'}]",,,,,3,0,,,,,[],,,North America,,2010-07-29T00:00:00Z,2023-06-04T13:38:11Z,ok,"111 Canal, Suite 200",,Chicago,US,IL,60606,,Suite 200,41.880436,-87.639611
256,445,"IXNM, INC.",,ServerCondo-219 Albuquerque,,,http://www.ixnm.net,"[{'service': 'website', 'identifier': 'http://www.ixnm.net'}]",,,505-242,,0,0,,,,,[],,,North America,,2010-07-29T00:00:00Z,2017-11-15T04:11:31Z,ok,219 Central Ave NW,Suite 100,Albuquerque,US,NM,87102,,,35.084663,-106.650102
267,470,Citynet,,Citynet Columbus,,,http://www.citynet.net,"[{'service': 'website', 'identifier': 'http://www.citynet.net'}]",CLMCOH,,614-222,,3,1,,,,,[],,,North America,,2010-07-29T00:00:00Z,2017-09-06T04:24:06Z,ok,251 Neilston St.,,Columbus,US,OH,43219,,,39.968171,-82.994861
268,470,Citynet,,Citynet Pittsburgh,,,http://www.citynet.net,"[{'service': 'website', 'identifier': 'http://www.citynet.net'}]",PITBPA,,412-228,,4,0,,,,,[],,,North America,,2010-07-29T00:00:00Z,2017-11-15T04:11:31Z,ok,Allegheny Center Mall,"First Floor, Suite 138",Pittsburgh,US,PA,15212,,,40.447383,-80.003614
273,470,Citynet,,Citynet Indianapolis,,,http://www.citynet.net,"[{'service': 'website', 'identifier': 'http://www.citynet.net'}]",iplswn,,,,1,0,,,,,[],,,North America,,2010-07-29T00:00:00Z,2017-09-06T04:24:06Z,ok,701 W. Henry St.,,Indianapolis,US,IN,46225,,,39.759534,-86.170711
275,29970,1547 Critical Systems Realty,,The Pittock,,,http://www.pittock.com,"[{'service': 'website', 'identifier': 'http://www.pittock.com'}]",PTLDORPB,,503-226,,69,1,jcoates@pittock.com,+15032266777,tab@pittock.com,+15032266777,[],,,North America,,2010-07-29T00:00:00Z,2021-08-06T23:00:58Z,ok,921 SW Washington St,,Portland,US,OR,97205,,600,45.521366,-122.680792
279,22690,Evoque Data Center Solutions,,Evoque_NYC3 - Secaucus,,,https://www.evoquedcs.com/,"[{'service': 'website', 'identifier': 'https://www.evoquedcs.com/'}]",SCCSNJEM,,201-330,,11,1,,,,,[],,,North America,,2010-07-29T00:00:00Z,2019-05-08T13:22:03Z,ok,15 Enterprise Avenue N,,Secaucus,US,NJ,07094,,,40.78616,-74.06912
281,2,"Equinix, Inc.",,"Equinix BO1 - Boston, Waltham",,,http://www.equinix.com/,"[{'service': 'website', 'identifier': 'http://www.equinix.com/'}]",,,781-890,,3,0,,,,,[],,,North America,,2010-07-29T00:00:00Z,2020-07-03T09:55:07Z,ok,74 West Street,,Waltham,US,MA,02451,,,42.395346,-71.269187
283,9314,365 Data Centers,,365 Data Centers Chicago (CH6),,,https://www.365datacenters.com/chicago-data-center/,"[{'service': 'website', 'identifier': 'https://www.365datacenters.com/chicago-data-center/'}]",,,312-957,This is the former Switch & Data/Equinix facility.,22,2,,,,,[],,,North America,,2010-07-29T00:00:00Z,2020-04-29T21:41:48Z,ok,427 S. La Salle,4th Floor,Chicago,US,IL,60605,,,41.876212,-87.631453
286,34,CoreSite,9.0,"CoreSite - Washington,DC (DC1)",,,http://www.coresite.com,"[{'service': 'website', 'identifier': 'http://www.coresite.com'}]",WASHDC12,,202-602,,14,2,info@coresite.com,+18667772673,info@coresite.com,+18667772673,[],,,North America,,2010-07-29T00:00:00Z,2023-02-28T18:27:31Z,ok,"1275 K Street, NW",Suite 700,Washington,US,DC,20005,,,38.902918,-77.029149
293,18470,VPLS,,Evocative SJC3,,,http://www.evocative.com/,"[{'service': 'website', 'identifier': 'http://www.evocative.com/'}]",,,408-496,,12,0,sales@evocative.com,+18883652656,support@evocative.com,+18883652656,[],,,North America,,2010-07-29T00:00:00Z,2022-10-26T20:28:17Z,ok,3080 Raymond Street,,Santa Clara,US,CA,95054,,,37.378042,-121.954136
311,682,Lumen Technologies Inc,,Level(3) Nashville (Sidco Drive),,,http://www.level3.com,"[{'service': 'website', 'identifier': 'http://www.level3.com'}]",,,615-425,,3,0,,,,,[],,,North America,,2010-07-29T00:00:00Z,2023-06-04T13:41:07Z,ok,2992 Sidco Drive,,Nashville,US,TN,37201,,,36.102726,-86.755786
312,551,IRIS,,IRIS - Nashville,,,http://www.iristransport.com/,"[{'service': 'website', 'identifier': 'http://www.iristransport.com/'}]",,,615-425,,1,0,,,,,[],,,North America,,2010-07-29T00:00:00Z,2017-11-15T04:11:31Z,ok,211 Commerce Street,Suite 610,Nashville,US,TN,37201,,,36.162621,-86.776316
314,554,Cincinnatti Bell,,Cincinnatti Bell - West 7th Street,,,http://www.cincinnatibell.com/,"[{'service': 'website', 'identifier': 'http://www.cincinnatibell.com/'}]",,,513-241,,0,0,,,,,[],,,North America,,2010-07-29T00:00:00Z,2017-09-06T04:24:06Z,ok,209 West 7 Street,,Cincinnatti,US,OH,45202,,,39.102789,-84.517261
315,682,Lumen Technologies Inc,,Level(3) Cincinnati,,,http://www.level3.com,"[{'service': 'website', 'identifier': 'http://www.level3.com'}]",,,513-241,,1,0,,,,,[],,,North America,,2010-07-29T00:00:00Z,2017-09-06T04:24:05Z,ok,400 Pike Street,,Cincinnati,US,OH,45202,,,39.102533,-84.50313
317,7,Telehouse - Global Data Centers,,Telehouse - Los Angeles,,,http://www.telehouse.com,"[{'service': 'website', 'identifier': 'http://www.telehouse.com'}]",LSANCA,,213-613,,5,1,,,,,[],,,North America,,2010-07-29T00:00:00Z,2017-11-15T04:11:31Z,ok,626 Wilshire Blvd #600,,Los Angeles,US,CA,90017,,,34.048275,-118.256985
330,569,Lefrak Organization,,Newport Financial Center,,,,[],,,201-216,,1,0,,,,,[],,,North America,,2010-07-29T00:00:00Z,2017-09-06T04:24:06Z,ok,111 Pavonia Ave.,,Jersey City,US,NJ,07310,,,40.726597,-74.033401
332,13880,Netrality Data Centers,,Netrality St. Louis - 900 Walnut,,,https://netrality.com/locations/data-center-st-louis-900/,"[{'service': 'website', 'identifier': 'https://netrality.com/locations/data-center-st-louis-900/'}]",,,,"Netrality owns and operates highly interconnected edge data centers. The Netrality portfolio consists of nine strategic interconnection data centers: 717 South Wells in Chicago, IL, 1301 Fannin in Houston, TX, 1102 Grand in Kansas City, MO, 7801 Nieman Road, Shawnee KS, 401 North Broad in Philadelphia, PA, 210 North Tucker, 900 Walnut in St. Louis, MO, 701 West Henry and 733 West Henry in Indianapolis, Indiana. 

Feel free to ping us anytime with questions; bcampbell@netrality.com",38,4,sales@netrality.com,,bcampbell@netrality.com,,[],,,North America,,2010-07-29T00:00:00Z,2024-01-30T17:52:37Z,ok,900 Walnut - Netrality Data Center Meet Me Room,900 Walnut Street,St. Louis,US,MO,63101,,,38.625536,-90.195238
333,2,"Equinix, Inc.",,"Equinix LA3/LA4 - Los Angeles, El Segundo",,,https://www.equinix.com/locations/united-states-colocation/los-angeles-data-centers/,"[{'service': 'website', 'identifier': 'https://www.equinix.com/locations/united-states-colocation/los-angeles-data-centers/'}]",,,310-615,"LA3: 1920 E. Maple Avenue, El Segundo, CA; 
LA4: 445 North Douglas Street El Segundo, CA",42,3,,,,,[],,,North America,,2010-07-29T00:00:00Z,2020-07-03T10:52:38Z,ok,445 North Douglas Street,,El Segundo,US,CA,90245-3411,,,33.921239,-118.383778
348,682,Lumen Technologies Inc,,Level(3) New York,,,http://www.lumen.com/,[],NYCMNY,,,,4,1,,,,,[],,,North America,,2010-07-29T00:00:00Z,2017-09-06T04:24:05Z,ok,85 10th Avenue,,New York,US,NY,,,,40.743136,-74.007652
350,616,Tishman Real Estate Services,,165 Halsey Meet-Me Room,,,http://www.165halsey.com/,"[{'service': 'website', 'identifier': 'http://www.165halsey.com/'}]",NWRKNJ,,201-297,meet-met-room on 9th floor,86,3,,,,,[],,,North America,,2010-07-29T00:00:00Z,2020-06-17T16:09:07Z,ok,165 Halsey St,9th floor,Newark,US,NJ,07102-2834,,,40.736844,-74.173402
356,15332,Crown Castle Inc.,,Crown Castle Brentwood (1650 Islip),,,https://www.crowncastle.com/,[],BRWDNY,,631-348,"formerly KeySpan Communications, Lightower",0,0,,,,,[],,,North America,,2010-07-29T00:00:00Z,2018-11-06T17:50:49Z,ok,1650 Islip Ave,,Brentwood,US,NY,11717,,,40.784184,-73.219864
